"","input.Species","input.Proteins","interactions","input.ID"
"2521","Methylobacterium_sp._GXF4_",5923,108437,1096546
"2522","Arthrobacter_sp._PAO19_",3164,41784,1096756
"2523","Candidatus_Pelagibacter_ubique_HIMB083_",1464,25724,1096769
"2524","Novosphingobium_lindaniclasticum_LE124_",4566,77784,1096930
"2525","Burkholderia_sp._YI23_",6062,98141,1097668
"2526","Limnohabitans_sp._Rim28_",3101,47409,1100720
"2527","Limnohabitans_sp._Rim47_",2759,45414,1100721
"2528","Arthrobacter_sp._MA-N2_",4440,71495,1101188
"2529","Paracoccus_sp._N5_",3939,65363,1101189
"2530","Methylopila_sp._M107_",3977,55593,1101190
"2531","Methylobacterium_sp._10_",4390,69411,1101191
"2532","Methylobacterium_sp._77_",4131,64688,1101192
"2533","Methylophilaceae_bacterium_11_",2593,49629,1101195
"2534","Enterococcus_faecium_NRRL_B-2354_",2435,32389,1104325
"2535","Actinomyces_sp._ICM39_",1958,34696,1105029
"2536","Clostridium_sp._MSTE9_",3491,54642,1105031
"2537","Rickettsia_australis_str._Cutlack_",1239,15743,1105110
"2538","Paenirhodobacter_enshiensis_",2781,47035,1105367
"2539","Flavobacterium_enshiense_DK69_",2848,37166,1107311
"2540","Gordonia_rhizosphera_NBRC_16068_",5930,128588,1108045
"2541","Pseudomonas_stutzeri_SDM-LAC_",3808,47186,1109445
"2542","Tistrella_mobilis_KA081020-065_",3564,43593,1110502
"2543","Nocardia_asteroides_NBRC_15531_",6459,103552,1110697
"2544","Thermus_sp._CCB_US3_UF1_",2279,29704,1111069
"2545","Atopobium_sp._BV3Ac4_",1585,30775,1111121
"2546","Propionimicrobium_sp._BV2F7_",1835,29902,1111131
"2547","Peptoniphilus_sp._BV3C26_",1929,30735,1111134
"2548","Coriobacteriaceae_bacterium_BV3Ac1_",1610,25291,1111135
"2549","Megasphaera_sp._BV3C16-1_",2196,34304,1111454
"2550","Alicyclobacillus_pomorum_DSM_14955_",3129,54941,1111479
"2551","Budvicia_aquatica_DSM_5075_=_ATCC_35567_",4929,76628,1111728
"2552","Corynebacterium_sputi_DSM_45148_",2740,38546,1111729
"2553","Flavobacterium_antarcticum_DSM_19726_",2750,36040,1111730
"2554","Ignatzschineria_larvae_DSM_13226_",2035,25713,1111732
"2555","Gordonia_polyisoprenivorans_VH2_",5110,76473,1112204
"2556","Psychrobacter_sp._PAMC_21119_",2791,42492,1112209
"2557","Sphingomonas_echinoides_ATCC_14820_",3857,62336,1112212
"2558","Sphingomonas_sp._PAMC_26605_",4076,54887,1112214
"2559","Sphingomonas_sp._PAMC_26617_",3995,66714,1112216
"2560","Pseudomonas_psychrotolerans_L19_",4759,56865,1112217
"2561","Methylophilus_sp._5_",2659,43029,1112274
"2562","Citrobacter_farmeri_GTC_1319_",4560,66037,1114922
"2563","Saccharomonospora_azurea_SZMC_14600_",4554,73940,1114959
"2564","Sphingobium_baderi_LL03_",4807,50593,1114964
"2565","Streptococcus_parasanguinis_FW213_",2019,24401,1114965
"2566","Pseudomonas_fluorescens_F113_",5862,155946,1114970
"2567","Lactobacillus_rossiae_DSM_15814_",2677,33150,1114972
"2568","Escherichia_hermannii_NBRC_105704_",4160,72836,1115512
"2569","Escherichia_vulneris_NBRC_102420_",4196,78686,1115515
"2570","Arthrobacter_sp._31Y_",4703,64550,1115632
"2571","Actinomyces_naeslundii_str._Howell_279_",2930,40127,1115803
"2572","Streptococcus_macedonicus_ACA-DC_198_",2017,25508,1116231
"2573","Streptomyces_acidiscabies_84-104_",9618,191216,1116232
"2574","Hoeflea_sp._108_",5604,102735,1116369
"2575","Vibrio_sp._EJY3_",4786,60429,1116375
"2576","Methyloglobulus_morosus_KoM1_",3737,53749,1116472
"2577","Paenibacillus_alvei_TS-15_",5784,88512,1117108
"2578","Pseudoalteromonas_citrea_NCIMB_1889_",4458,94079,1117314
"2579","Pseudoalteromonas_haloplanktis_ATCC_14393_",4295,76580,1117315
"2580","Pseudoalteromonas_rubra_ATCC_29570_",4971,69516,1117318
"2581","Pseudoalteromonas_spongiae_UST010723-006_",4191,64372,1117319
"2582","Bacillus_bataviensis_LMG_21833_",5207,89068,1117379
"2583","Mycoplasma_canis_PG_14_",653,10220,1117644
"2584","Simiduia_agarivorans_SA1_=_DSM_21679_",3820,53010,1117647
"2585","Sinorhizobium_fredii_HH103_",4120,48055,1117943
"2586","Pseudomonas_extremaustralis_14-3_substr._14-3b_",5870,153793,1117958
"2587","Brevibacillus_massiliensis_",4782,85532,1118054
"2588","Anaerococcus_sp._PH9_",2102,37782,1118055
"2589","Peptoniphilus_grossensis_ph5_",1995,30168,1118057
"2590","Actinomyces_sp._ph3_",1582,26093,1118058
"2591","Kallipyga_massiliensis_ph2_",1308,20033,1118059
"2592","Enorma_massiliensis_phI_",1820,39130,1118060
"2593","Halomonas_sp._GFAJ-1_",3279,60414,1118153
"2594","Stenotrophomonas_maltophilia_PML168_",3739,57122,1118235
"2595","Mycoplasma_hyorhinis_SK76_",753,11041,1118964
"2596","Sphingopyxis_sp._LC363_",3907,54056,1120705
"2597","bacterium_MS4_",3299,92637,1120746
"2598","Methylopila_sp._73B_",3948,67016,1120792
"2599","Mycobacterium_sp._141_",4230,68970,1120797
"2600","Acaricomes_phytoseiuli_DSM_14247_",2170,32048,1120917
"2601","Acetobacter_nitrogenifigens_DSM_23921_=_LMG_23498_",3624,45919,1120919
"2602","Acinetobacter_bouvetii_DSM_14964_=_CIP_107468_",3112,39490,1120925
"2603","Actinobacillus_capsulatus_DSM_19761_",2494,35900,1120931
"2604","Actinobaculum_urinale_DSM_15805_",1620,21890,1120933
"2605","Actinokineospora_enzanensis_DSM_44649_",7063,114692,1120934
"2606","Actinomadura_atramentaria_DSM_43919_",6011,98488,1120936
"2607","Actinomyces_dentalis_DSM_19115_",2755,34662,1120941
"2608","Actinomyces_georgiae_DSM_6843_",2045,31310,1120942
"2609","Actinomyces_israelii_DSM_43320_",3130,44096,1120944
"2610","Actinomyces_neuii_subsp._neuii_DSM_8576_",1978,30598,1120945
"2611","Actinomyces_suimastitidis_DSM_15538_",1893,31787,1120946
"2612","Actinomyces_vaccimaxillae_DSM_15804_",2007,36098,1120947
"2613","Actinomycetospora_chiangmaiensis_DSM_45062_",5606,83951,1120948
"2614","Actinoplanes_globisporus_DSM_43857_",9857,190673,1120949
"2615","Actinopolymorpha_alba_DSM_45243_",7254,97683,1120950
"2616","Aequorivita_capsosiphonis_DSM_23843_",3636,44710,1120951
"2617","Aestuariibacter_salexigens_DSM_15300_",3347,60302,1120953
"2618","Aestuariimicrobium_kwangyangense_DSM_21549_",2605,42116,1120954
"2619","Afifella_pfennigii_DSM_17143_",3654,56482,1120956
"2620","Agrococcus_lahaulensis_DSM_17612_",2541,32944,1120958
"2621","Agromyces_italicus_DSM_16388_",3297,43385,1120959
"2622","Agromyces_subbeticus_DSM_16689_",3867,47962,1120960
"2623","Algicola_sagamiensis_DSM_14643_",3932,63882,1120963
"2624","Algoriphagus_mannitolivorans_DSM_15301_",3575,47521,1120965
"2625","Algoriphagus_marincola_DSM_16067_",3881,46282,1120966
"2626","Algoriphagus_vanfongensis_DSM_17529_",3901,52623,1120968
"2627","Aliagarivorans_taiwanensis_DSM_22990_",3882,62844,1120970
"2628","Alicyclobacillus_contaminans_DSM_17975_",3131,54044,1120971
"2629","Alicyclobacillus_herbarius_DSM_13609_",3093,51140,1120972
"2630","Alicyclobacillus_pohliae_DSM_22757_",3278,50440,1120973
"2631","Alkanindiges_illinoisensis_DSM_15370_",2895,43585,1120977
"2632","Allofustis_seminis_DSM_15817_",1395,28461,1120978
"2633","Alloscardovia_omnicolens_DSM_21503_",1510,24719,1120979
"2634","Alysiella_crassa_DSM_2578_",2647,35432,1120980
"2635","Amorphus_coralli_DSM_19760_",3844,61083,1120983
"2636","Anaeroarcus_burkinensis_DSM_6283_",3027,69275,1120985
"2637","Anaerobiospirillum_succiniciproducens_DSM_6400_",2184,54572,1120988
"2638","Anaerovorax_odorimutans_DSM_5092_",3040,42087,1120998
"2639","Andreprevotia_chitinilytica_DSM_18519_",4237,88264,1120999
"2640","Aquaspirillum_serpens_DSM_68_",2401,58300,1121004
"2641","Aquimarina_muelleri_DSM_19832_",4113,53780,1121007
"2642","Arenibacter_certesii_DSM_19833_",4119,56989,1121011
"2643","Arenibacter_latericius_DSM_15913_",3762,45306,1121012
"2644","Arenimonas_composti_TR7-09_=_DSM_18010_",2849,40199,1121013
"2645","Arenimonas_oryziterrae_DSM_21050_=_YC6267_",2897,40615,1121015
"2646","Arsenicicoccus_bolidensis_DSM_15745_",3658,54786,1121017
"2647","Arthrobacter_castelli_DSM_16402_",4273,53812,1121019
"2648","Arthrobacter_sanguinis_DSM_21259_",2637,33297,1121020
"2649","Asticcacaulis_benevestitus_DSM_16100_=_ATCC_BAA-896_",4619,77710,1121022
"2650","Atopococcus_tabaci_DSM_17538_",2183,36018,1121024
"2651","Aureimonas_ureilytica_DSM_18598_",4544,77259,1121028
"2652","Azospirillum_halopraeferens_DSM_3675_",5897,189706,1121033
"2653","Azovibrio_restrictus_DSM_23866_",3453,87388,1121035
"2654","Bacillus_aidingensis_DSM_18341_",4391,70246,1121085
"2655","Bacillus_chagannorensis_DSM_18086_",3155,50396,1121087
"2656","Bacillus_fordii_DSM_16014_=_CIP_108821_",4336,62483,1121090
"2657","Bacillus_gelatini_DSM_15865_",4258,67645,1121091
"2658","Bacteroides_barnesiae_DSM_18169_=_JCM_13652_",2819,37388,1121094
"2659","Bacteroides_graminisolvens_DSM_19988_=_JCM_15093_",3346,51545,1121097
"2660","Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223_",3935,56350,1121098
"2661","Bacteroides_pyogenes_DSM_20611_=_JCM_6294_",3379,54608,1121100
"2662","Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988_",4152,53480,1121101
"2663","Balneola_vulgaris_DSM_17893_",2449,33968,1121104
"2664","Bavariicoccus_seileri_DSM_19936_",2150,37355,1121105
"2665","Belnapia_moabensis_DSM_16746_",6165,101141,1121106
"2666","Blautia_wexlerae_DSM_19850_",4071,63955,1121115
"2667","Brachymonas_chironomi_DSM_19884_",2294,37694,1121116
"2668","Brevibacillus_laterosporus_DSM_25_",4839,87215,1121121
"2669","Brevundimonas_aveniformis_DSM_17977_",2541,37255,1121123
"2670","Brevundimonas_bacteroides_DSM_4726_",3099,26842,1121124
"2671","Burkholderia_nodosa_DSM_21604_",8074,177964,1121127
"2672","Butyricimonas_synergistica_DSM_23225_",3676,62508,1121129
"2673","Campylobacter_cuniculorum_DSM_23162_",1904,23925,1121267
"2674","Gemmobacter_nectariphilus_DSM_15620_",4234,75410,1121271
"2675","Catelliglobosispora_koreensis_DSM_44566_",7412,102732,1121272
"2676","Chryseobacterium_caeni_DSM_17710_",3695,45691,1121285
"2677","Chryseobacterium_daeguense_DSM_19388_",4050,47365,1121286
"2678","Chryseobacterium_gregarium_DSM_19109_",3915,43481,1121287
"2679","Chryseobacterium_palustre_DSM_21579_",2604,33045,1121288
"2680","Clostridiisalibacter_paucivorans_DSM_22131_",3206,56462,1121289
"2681","[Clostridium]_aminophilum_DSM_10710_",2350,41357,1121296
"2682","[Clostridium]_litorale_DSM_5388_",3092,60188,1121324
"2683","[Clostridium]_saccharogumia_DSM_17460_",2898,47496,1121333
"2684","[Clostridium]_sporosphaeroides_DSM_1294_",2678,39783,1121334
"2685","[Clostridium]_stercorarium_subsp._stercorarium_DSM_8532_",2551,35524,1121335
"2686","Clostridium_tyrobutyricum_DSM_2637_=_ATCC_25755_=_JCM_11008_",3046,37174,1121342
"2687","[Clostridium]_viride_DSM_6836_",2118,32923,1121344
"2688","Cohnella_laeviribosi_DSM_21336_",3781,78370,1121346
"2689","Conchiformibius_kuhniae_DSM_17694_",1859,27544,1121351
"2690","Conchiformibius_steedae_DSM_2580_",1905,29192,1121352
"2691","Corynebacterium_callunae_DSM_20147_",2642,27097,1121353
"2692","Corynebacterium_capitovis_DSM_44611_",1853,29757,1121354
"2693","Corynebacterium_caspium_DSM_44850_",1625,27717,1121355
"2694","Corynebacterium_ciconiae_DSM_44920_",2182,35082,1121356
"2695","Corynebacterium_freiburgense_DSM_45254_",2571,35398,1121360
"2696","Corynebacterium_halotolerans_YIM_70093_=_DSM_44683_",2865,28993,1121362
"2697","Corynebacterium_lubricantis_DSM_45231_",2756,38521,1121363
"2698","Corynebacterium_massiliense_DSM_45435_",1921,29977,1121364
"2699","Corynebacterium_mastitidis_DSM_44356_",2080,30783,1121365
"2700","Corynebacterium_pilosum_DSM_20521_",2316,35674,1121366
"2701","Corynebacterium_propinquum_DSM_44285_",2106,32002,1121367
"2702","Corynebacterium_ulceribovis_DSM_45146_",2059,33463,1121370
"2703","Gryllotalpicola_ginsengisoli_DSM_22003_",2698,33392,1121372
"2704","Cytophaga_aurantiaca_DSM_3654_",3812,63162,1121373
"2705","Dasania_marina_DSM_21967_",3533,60051,1121374
"2706","Deinococcus_apachensis_DSM_19763_",4223,46686,1121377
"2707","Deinococcus_aquatilis_DSM_23025_",4421,49531,1121378
"2708","Deinococcus_frigens_DSM_12807_",3785,45314,1121380
"2709","Deinococcus_marmoris_DSM_12784_",4378,51128,1121381
"2710","Deinococcus_misasensis_DSM_22328_",4737,58066,1121382
"2711","Demetria_terragena_DSM_11295_",3390,49976,1121385
"2712","Desulfobacter_curvatus_DSM_3379_",4547,98500,1121396
"2713","Desulfobulbus_japonicus_DSM_18378_",4730,86131,1121403
"2714","Desulfococcus_multivorans_DSM_2059_",3848,42360,1121405
"2715","Desulfocurvus_vexinensis_DSM_17965_",3158,63236,1121406
"2716","Desulfonatronovibrio_hydrogenovorans_DSM_9292_",2665,46280,1121413
"2717","Desulfotomaculum_alcoholivorax_DSM_16058_",3441,58906,1121422
"2718","Desulfotomaculum_alkaliphilum_DSM_12257_",2663,44889,1121423
"2719","Desulfotomaculum_hydrothermale_Lam5_=_DSM_18033_",2639,46493,1121428
"2720","Desulfotomaculum_thermocisternum_DSM_10259_",2601,47858,1121430
"2721","Desulfovibrio_acrylicus_DSM_10141_",2917,48985,1121434
"2722","Desulfovibrio_alcoholivorans_DSM_5433_",4190,105156,1121438
"2723","Desulfovibrio_alkalitolerans_DSM_16529_",2924,56188,1121439
"2724","Desulfovibrio_aminophilus_DSM_12254_",3160,63934,1121440
"2725","Desulfovibrio_bastinii_DSM_16055_",3479,73274,1121441
"2726","Desulfovibrio_desulfuricans_subsp._desulfuricans_DSM_642_",2670,52167,1121445
"2727","Desulfovibrio_frigidus_DSM_17176_",3731,85837,1121447
"2728","Desulfovibrio_gigas_DSM_1382_=_ATCC_19364_",3343,61433,1121448
"2729","Desulfovibrio_hydrothermalis_AM13_=_DSM_14728_",3548,55307,1121451
"2730","Desulfovibrio_longus_DSM_6739_",3236,75370,1121456
"2731","Desulfovibrio_oxyclinae_DSM_11498_",2992,59397,1121459
"2732","Desulfovirgula_thermocuniculi_DSM_16036_",3125,64765,1121468
"2733","Desulfurispora_thermophila_DSM_16022_",2585,51233,1121472
"2734","Donghicola_xiamenensis_DSM_18339_",4363,88507,1121479
"2735","Dyadobacter_alkalitolerans_DSM_23607_",5347,82415,1121481
"2736","Echinicola_pacifica_DSM_19836_",3897,53712,1121859
"2737","Elioraea_tepidiphila_DSM_17972_",4073,63540,1121861
"2738","Enterococcus_cecorum_DSM_20682_=_ATCC_43198_",2385,47051,1121864
"2739","Enterococcus_columbae_DSM_7374_=_ATCC_51263_",2340,42670,1121865
"2740","Enterorhabdus_mucosicola_DSM_19490_",2252,30729,1121866
"2741","Epilithonimonas_tenax_DSM_16811_",3334,42044,1121870
"2742","Eremococcus_coleocola_DSM_15696_",1857,32901,1121871
"2743","Erysipelothrix_tonsillarum_DSM_14972_",1787,42471,1121874
"2744","Eudoraea_adriatica_DSM_19308_",3503,55940,1121875
"2745","Ferrimicrobium_acidiphilum_DSM_19497_",2667,32023,1121877
"2746","Ferrimonas_futtsuensis_DSM_18154_",3759,71760,1121878
"2747","Flavobacterium_daejeonense_DSM_17708_",3584,48657,1121887
"2748","Flavobacterium_filum_DSM_17961_",2839,35115,1121889
"2749","Flavobacterium_frigidarium_DSM_17623_",3142,40733,1121890
"2750","Flavobacterium_rivuli_WB_3.3-2_=_DSM_21788_",3691,43872,1121895
"2751","Flavobacterium_sasangense_DSM_21067_",2957,33721,1121896
"2752","Flavobacterium_soli_DSM_19725_",3501,40858,1121897
"2753","Flavobacterium_subsaxonicum_WB_4.1-42_=_DSM_21790_",3785,46887,1121898
"2754","Flavobacterium_suncheonense_GH29-5_=_DSM_17707_",2594,34037,1121899
"2755","Flexithrix_dorotheae_DSM_6795_",7296,103577,1121904
"2756","Gelidibacter_mesophilus_DSM_14095_",3846,51753,1121912
"2757","Gemella_cuniculi_DSM_15828_",1725,28535,1121914
"2758","Geopsychrobacter_electrodiphilus_DSM_16401_",3666,65088,1121918
"2759","Geothrix_fermentans_DSM_14018_",2836,45755,1121920
"2760","Gilvimarinus_chinensis_DSM_19667_",3468,58438,1121921
"2761","Glaciecola_punicea_DSM_14233_=_ACAM_611_",2883,37847,1121923
"2762","Glaciibacter_superstes_DSM_21135_",4495,59511,1121924
"2763","Glycomyces_arizonensis_DSM_44726_",4438,55134,1121926
"2764","Gordonia_hirsuta_DSM_44140_=_NBRC_16056_",3215,56584,1121927
"2765","Gordonia_shandongensis_DSM_45094_",3052,52895,1121928
"2766","Gracilibacillus_lacisalsi_DSM_19029_",4244,68528,1121929
"2767","Gracilimonas_tropica_DSM_19535_",3304,41869,1121930
"2768","Gramella_echinicola_DSM_19838_",3176,42413,1121931
"2769","Granulicoccus_phenolivorans_DSM_17626_",3685,58768,1121933
"2770","Gulosibacter_molinativorax_DSM_13485_",3027,35556,1121934
"2771","Hahella_ganghwensis_DSM_17046_",5906,120561,1121935
"2772","Halalkalibacillus_halophilus_DSM_18494_",2758,44079,1121936
"2773","Haliea_salexigens_DSM_19537_",3642,59371,1121937
"2774","Halobacillus_kuroshimensis_DSM_18393_",3815,57646,1121938
"2775","Halomonas_anticariensis_FP35_=_DSM_16096_",4723,83450,1121939
"2776","Halomonas_halocynthiae_DSM_14573_",2600,34885,1121940
"2777","Halomonas_lutea_DSM_23508_",4064,72474,1121943
"2778","Hamadaea_tsunoensis_DSM_44101_",8146,114587,1121946
"2779","Helcococcus_sueciensis_DSM_17243_",1454,25037,1121947
"2780","Hellea_balneolensis_DSM_19091_",2998,39627,1121948
"2781","Henriciella_marina_DSM_19595_",3101,45038,1121949
"2782","Humibacter_albus_DSM_18994_",3205,40495,1121952
"2783","Hymenobacter_norwichensis_DSM_15439_",4706,59800,1121957
"2784","Jeotgalicoccus_marinus_DSM_19772_",2215,34370,1122128
"2785","Jeotgalicoccus_psychrophilus_DSM_19085_",2352,33843,1122129
"2786","Jonesia_quinghaiensis_DSM_15701_",2661,38942,1122130
"2787","Kaistia_granuli_DSM_23481_",4321,62956,1122132
"2788","Kangiella_aquimarina_DSM_16071_",2431,38394,1122134
"2789","Kiloniella_laminariae_DSM_19542_",3992,71076,1122135
"2790","Kordiimonas_gwangyangensis_DSM_19435_",3627,52239,1122137
"2791","Kribbella_catacumbae_DSM_19601_",8842,139180,1122138
"2792","Kushneria_aurantia_DSM_21353_",3294,53987,1122139
"2793","Lacticigenium_naphtae_DSM_19658_",1969,38128,1122143
"2794","Lactobacillus_ceti_DSM_22408_",1244,22450,1122146
"2795","Lactobacillus_harbinensis_DSM_16991_",2982,35413,1122147
"2796","Lactobacillus_malefermentans_DSM_5705_=_KCTC_3548_",2026,22645,1122149
"2797","Lactobacillus_psittaci_DSM_15354_",1347,24144,1122152
"2798","Legionella_lansingensis_DSM_19556_=_ATCC_49751_",2672,35182,1122164
"2799","Legionella_moravica_DSM_19234_",3185,50888,1122165
"2800","Legionella_shakespearei_DSM_23087_",2931,38506,1122169
"2801","Leptotrichia_shahii_DSM_19757_",2031,26964,1122172
"2802","Leptotrichia_trevisanii_DSM_22070_",2764,32462,1122173
"2803","Leucobacter_chironomi_DSM_19883_",2603,34050,1122175
"2804","Lewinella_cohaerens_DSM_23179_",5473,83363,1122176
"2805","Lewinella_persica_DSM_23188_",5056,58134,1122179
"2806","Loktanella_hongkongensis_DSM_17492_",3024,44863,1122180
"2807","Longispora_albida_DSM_44784_",6228,79573,1122182
"2808","Lysobacter_concretionis_Ko07_=_DSM_16239_",2232,33482,1122185
"2809","Marinimicrobium_agarilyticum_DSM_16975_",3497,64371,1122194
"2810","Marinobacter_daepoensis_DSM_16072_",3363,59637,1122197
"2811","Marinobacterium_litorale_DSM_23545_",4034,80090,1122201
"2812","Marinomonas_ushuaiensis_DSM_15871_",3076,52538,1122207
"2813","Marinospirillum_insulare_DSM_21763_",2816,53158,1122211
"2814","Marinospirillum_minutulum_DSM_6287_",2627,52708,1122212
"2815","Martelella_mediterranea_DSM_17316_",5046,59471,1122214
"2816","Megamonas_hypermegale_DSM_1672_",2056,32619,1122216
"2817","Megamonas_rupellensis_DSM_19944_",2217,35338,1122217
"2818","Meganema_perideroedes_DSM_15528_",2993,45126,1122218
"2819","Meiothermus_cerbereus_DSM_11376_",2856,39915,1122221
"2820","Meiothermus_taiwanensis_DSM_14542_",2900,37850,1122222
"2821","Meiothermus_timidus_DSM_17022_",3023,40785,1122223
"2822","Mesoflavibacter_zeaxanthinifaciens_DSM_18436_",2687,40637,1122225
"2823","Mesonia_mobilis_DSM_19841_",2919,45371,1122226
"2824","Metascardovia_criceti_DSM_17774_",1462,21069,1122228
"2825","Methylophilus_methylotrophus_DSM_46235_=_ATCC_53528_",2576,44918,1122236
"2826","Microbacterium_gubbeenense_DSM_15944_",2740,33279,1122237
"2827","Microbacterium_indicum_DSM_19969_",2556,34703,1122238
"2828","Microbacterium_luticocti_DSM_19459_",2727,36395,1122239
"2829","Moraxella_boevrei_DSM_14165_",2330,28937,1122243
"2830","Moraxella_caprae_DSM_19149_",2414,34463,1122244
"2831","Mycobacterium_hassiacum_DSM_44199_",4959,104156,1122247
"2832","Neptunomonas_japonica_DSM_18939_",4197,77069,1122599
"2833","Nesterenkonia_alba_DSM_19423_",2270,30425,1122602
"2834","Nevskia_ramosa_DSM_11499_",3881,62125,1122603
"2835","Nevskia_soli_DSM_19509_",4665,80650,1122604
"2836","Niabella_aurantiaca_DSM_17617_",4560,55785,1122605
"2837","Nocardioides_halotolerans_DSM_19273_",4523,63935,1122609
"2838","Nonomuraea_coxensis_DSM_45129_",8218,88584,1122611
"2839","Novosphingobium_acidiphilum_DSM_19966_",3246,51015,1122612
"2840","Oceanicaulis_alexandrii_DSM_11625_",2768,44803,1122613
"2841","Oceanicola_nanhaiensis_DSM_18065_",4227,76330,1122614
"2842","Oligella_ureolytica_DSM_18253_",2599,37920,1122619
