"","input.Species","input.Proteins","interactions","input.ID"
"2106","Streptococcus_pseudoporcinus_SPIN_20026_",2030,32060,910313
"2107","Dialister_microaerophilus_UPII_345-E_",1310,22638,910314
"2108","Ewingella_americana_ATCC_33852_",4397,77221,910964
"2109","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_",4629,63135,911008
"2110","Pseudovibrio_sp._FO-BEG1_",5468,71110,911045
"2111","Weissella_cibaria_KACC_11862_",2100,25527,911104
"2112","Pseudomonas_sp._CF149_",4731,98032,911239
"2113","Lysobacter_arseniciresistens_ZS79_",2363,35016,913325
"2114","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_",2718,40779,913848
"2115","Desulfosporosinus_sp._OT_",6209,103963,913865
"2116","Sediminibacterium_sp._OR53_",3041,40174,925409
"2117","Xanthomonas_vesicatoria_ATCC_35937_",4927,56371,925775
"2118","Adhaeribacter_aquaticus_DSM_16391_",4165,65569,926549
"2119","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_",4119,54293,926550
"2120","Capnocytophaga_cynodegmi_DSM_19736_",2360,30608,926551
"2121","Deinococcus_pimensis_DSM_21231_",5186,57472,926554
"2122","Echinicola_vietnamensis_DSM_17526_",4547,44467,926556
"2123","Joostella_marina_DSM_19592_",3858,57112,926559
"2124","Meiothermus_chliarophilus_DSM_9957_",4319,67395,926560
"2125","Orenia_marismortui_DSM_5156_",3235,56327,926561
"2126","Owenweeksia_hongkongensis_DSM_17368_",3485,35167,926562
"2127","Promicromonospora_kroppenstedtii_DSM_19349_",6309,80143,926564
"2128","Terriglobus_roseus_DSM_18391_",4245,47031,926566
"2129","Thermanaerovibrio_velox_DSM_12556_",1739,37741,926567
"2130","Anaerolinea_thermophila_UNI-1_",3167,41069,926569
"2131","Halonatronum_saccharophilum_DSM_13868_",2746,47982,926692
"2132","Alkaliflexus_imshenetskii_DSM_15055_",3204,46883,927658
"2133","Streptococcus_oralis_Uo5_",1907,24111,927666
"2134","Synechocystis_sp._PCC_7509_",4828,64676,927677
"2135","Leuconostoc_gelidum_KCTC_3527_",1890,25385,927691
"2136","Selenomonas_ruminantium_subsp._lactilytica_TAM6421_",2826,39692,927704
"2137","Bartonella_sp._R4",1855,27332,928210
"2138","Saccharomonospora_glauca_K62_",4244,67510,928724
"2139","Clostridium_botulinum_BKT015925_",2531,33691,929506
"2140","Solitalea_canadensis_DSM_3403_",4310,55267,929556
"2141","Sulfurimonas_gotlandica_GD1_",2874,69759,929558
"2142","Emticicia_oligotrophica_DSM_17448_",3950,51657,929562
"2143","Flectobacillus_major_DSM_103_",4458,67138,929703
"2144","Myroides_odoratus_DSM_2801_",3754,56247,929704
"2145","Patulibacter_minatonensis_DSM_18081_",5028,60358,929712
"2146","Niabella_soli_DSM_19437_",4110,37213,929713
"2147","Bartonella_senegalensis_OS02_",1674,25900,929794
"2148","Pseudomonas_brassicacearum_",5574,72184,930166
"2149","Alcanivorax_dieselolei_B5_",4417,53231,930169
"2150","Arthrobacter_phenanthrenivorans_Sphe3_",4032,42997,930171
"2151","Fructobacillus_fructosus_KCTC_3544_",1463,22338,930946
"2152","Clostridium_saccharoperbutylacetonicum_N1-4",5715,99740,931276
"2153","Acetobacterium_woodii_DSM_1030_",3473,52218,931626
"2154","Mycobacterium_rhodesiae_JS60_",7024,161473,931627
"2155","Serratia_sp._M24T3_",4794,70184,932213
"2156","Pantoea_ananatis_AJ13355_",4067,57463,932677
"2157","Thermocrinis_ruber_DSM_12173_",1627,21483,932678
"2158","Planococcus_donghaensis_MPA1U2_",3267,44198,933115
"2159","Desulfosarcina_sp._BuS5_",3499,50895,933262
"2160","Aminobacter_sp._J41_",3942,68090,935261
"2161","Mesorhizobium_loti_R88b_",6505,120562,935548
"2162","Sinorhizobium_arboris_LMG_14919_",5994,122215,935557
"2163","Paracoccus_pantotrophus_J46_",4376,87650,935565
"2164","Pseudoxanthomonas_suwonensis_J43_",2931,12257,935567
"2165","Bacillus_sp._J33_",5456,91780,935836
"2166","Bacillus_sp._J37_",5198,82053,935837
"2167","Cellulosimicrobium_cellulans_J36_",3667,40816,935839
"2168","Chelativorans_sp._J32_",4456,80156,935840
"2169","Paenibacillus_sp._J14_",4291,72638,935845
"2170","Paracoccus_sp._J39_",4137,89630,935848
"2171","Luteimonas_sp._J29_",2992,47645,935863
"2172","Nocardioides_sp._J54_",4405,73747,935866
"2173","Caldanaerobius_polysaccharolyticus_DSM_13641_",2498,45187,935948
"2174","Rhizobium_leguminosarum_bv._viciae_248_",6654,138458,936136
"2175","Lactobacillus_farciminis_KCTC_3681_=_DSM_20184_",2444,49012,936140
"2176","Streptococcus_parauberis_KCTC_11537_",1868,26590,936154
"2177","Helicobacter_felis_ATCC_49179_",1653,22402,936155
"2178","Mogibacterium_sp._CM50_",1801,23234,936375
"2179","Bradyrhizobium_genosp._SA-4_str._CB756_",8170,195466,936455
"2180","Actinomyces_sp._ICM47_",2080,31515,936548
"2181","Atopobium_sp._BS2_",1414,26253,936550
"2182","Selenomonas_sp._FOBRC6_",2304,48185,936572
"2183","Selenomonas_sp._FOBRC9_",2300,41151,936573
"2184","Shuttleworthia_sp._MSX8B_",1992,31200,936574
"2185","Streptococcus_sp._CM6_",1875,32213,936580
"2186","Veillonella_sp._AS16_",1737,30757,936589
"2187","Lachnoanaerobaculum_sp._MSX33_",2677,42502,936596
"2188","Taylorella_equigenitalis_MCE9_",1556,18979,937774
"2189","Deinococcus_peraridilitoris_DSM_19664_",3636,37674,937777
"2190","Clostridiales_bacterium_9400853_",2273,34075,938278
"2191","Clostridiales_bacterium_9401234_",1672,25673,938288
"2192","Clostridiales_bacterium_9403326_",1393,23240,938289
"2193","Anaerococcus_sp._9402080_",2144,48121,938293
"2194","Bacteroidetes_bacterium_SCGC_AAA027-N21_",2046,36992,938709
"2195","Acetobacter_pasteurianus_3P3_",2762,39695,940282
"2196","Desulfovibrio_sp._X2_",3445,77827,941449
"2197","Bacillus_coagulans_2-6_",2971,38349,941639
"2198","Lactobacillus_fructivorans_KCTC_3543_=_DSM_20203_",1352,22582,941770
"2199","Thermobrachium_celere_DSM_8682_",2381,54555,941824
"2200","Burkholderia_sp._WSM2230_",5407,112046,944435
"2201","Hippea_jasoniae_",1719,37113,944479
"2202","Hippea_alviniae_EP5-r_",1771,33604,944480
"2203","Hippea_sp._KM1_",1686,34184,944481
"2204","Arcobacter_butzleri_ED-1_",2158,31210,944546
"2205","Arcobacter_sp._L_",2848,41562,944547
"2206","Actinomyces_sp._oral_taxon_175_str._F0384_",2643,38309,944560
"2207","Lactobacillus_oris_F0423_",2050,29251,944562
"2208","Veillonella_sp._oral_taxon_780_str._F0422_",1588,27107,944564
"2209","Parvimonas_sp._oral_taxon_393_str._F0440_",1617,28631,944565
"2210","Tetragenococcus_halophilus_NBRC_12172_",2555,33332,945021
"2211","Vibrio_brasiliensis_LMG_20546_",4335,94415,945543
"2212","Vibrio_sinaloensis_DSM_21326_",4598,93496,945550
"2213","Corynebacterium_ulcerans_BR-AD22_",2334,29261,945712
"2214","Ignavibacterium_album_JCM_16511_",3195,51241,945713
"2215","Imtechella_halotolerans_K1_",2694,39458,946077
"2216","Oceanobacillus_massiliensis_str._N'diop_",3513,53543,946235
"2217","Candidatus_Symbiobacter_mobilis_CR_",2626,53905,946483
"2218","Burkholderia_dilworthii_",6463,129225,948106
"2219","Avibacterium_paragallinarum_72_",2330,31907,948565
"2220","Streptomyces_venezuelae_ATCC_10712_",7453,85970,953739
"2221","Cupriavidus_taiwanensis_LMG_19424_",5897,94092,977880
"2222","Microbacterium_testaceum_StLB037_",3676,37960,979556
"2223","Flavobacteriaceae_bacterium_HQM9_",3636,55161,980584
"2224","Acinetobacter_sp._NCTC_7422_",3776,47490,981223
"2225","Acinetobacter_lwoffii_NCTC_5866_=_CIP_64.10_",3019,37874,981327
"2226","Acinetobacter_ursingii_DSM_16037_=_CIP_107286_",3277,41057,981336
"2227","Streptacidiphilus_rugosus_AM-16_",8088,124706,981369
"2228","Ornithinibacillus_scapharcae_TW25_",3975,69123,981383
"2229","Ruegeria_conchae_",4292,88458,981384
"2230","Campylobacter_fetus_subsp._venerealis_NCTC_10354_",2121,32960,983328
"2231","Lacinutrix_sp._5H-3-7-4_",2967,35236,983544
"2232","Glaciecola_sp._4H-3-7+YE-5_",4547,65560,983545
"2233","Dokdonia_sp._4H-3-7-5_",2978,32373,983548
"2234","Rubrivivax_gelatinosus_IL144_",4694,91140,983917
"2235","Novosphingobium_nitrogenifigens_DSM_19370_",3801,58398,983920
"2236","Saprospira_grandis_str._Lewin_",4251,29689,984262
"2237","Staphylococcus_pseudintermedius_ED99_",2356,28866,984892
"2238","Ruegeria_halocynthiae_",3955,72562,985054
"2239","Gillisia_sp._CAL575_",3277,44607,985255
"2240","Paenibacillus_terrae_HPL-003_",5525,69164,985665
"2241","Staphylococcus_agnetis_",2336,29334,985762
"2242","Candidatus_Odyssella_thessalonicensis_L13_",2523,28672,985867
"2243","Caldalkalibacillus_thermarum_TA2.A1_",2971,52428,986075
"2244","Rubrivivax_benzoatilyticus_JA2_=_ATCC_BAA-35_",3898,70414,987059
"2245","Lebetimonas_sp._JS170_",1883,31511,990073
"2246","Rhizobium_grahamii_CCGE_502_",5410,93294,990285
"2247","Polymorphum_gilvum_SL003B-26A1_",4393,74062,991905
"2248","Riemerella_anatipestifer_RA-GD_",1985,26495,992406
"2249","Saccharopolyspora_spinosa_NRRL_18395_",7744,128881,994479
"2250","Youngiibacter_fragilis_232.1_",3736,67942,994573
"2251","Streptococcus_suis_R61_",2334,33300,996306
"2252","Streptomyces_griseoaurantiacus_M045_",6839,131839,996637
"2253","Bacillus_methanolicus_PB1_",3410,57431,997296
"2254","Desmospora_sp._8437_",4048,58881,997346
"2255","Peptoniphilus_indolicus_ATCC_29427_",2269,32624,997350
"2256","Prevotella_nigrescens_ATCC_33563_",2421,28879,997352
"2257","Prevotella_pallens_ATCC_700821_",2860,30096,997353
"2258","Porphyromonas_sp._KLE_1280_",1763,24433,997829
"2259","Streptococcus_infantis_X_",1917,33058,997830
"2260","Bacteroides_nordii_CL02T12C05_",4420,63437,997884
"2261","Aeromonas_veronii_B565_",4028,61397,998088
"2262","Leucothrix_mucor_DSM_2157_",4598,68029,998674
"2263","Halomonas_sp._TD01_",3827,68960,999141
"2264","Clostridium_colicanis_209318_",3296,50528,999411
"2265","[Clostridium]_innocuum_2959_",4667,346961,999413
"2266","Eggerthia_catenaformis_OT_569_=_DSM_20559_",1884,37017,999415
"2267","Parabacteroides_johnsonii_CL02T12C29_",3758,53302,999419
"2268","Selenomonas_sp._F0473_",1886,36611,999423
"2269","Streptococcus_sp._F0442_",2146,35688,999425
"2270","Burkholderia_gladioli_BSR3_",6808,87125,999541
"2271","Leisingera_daeponensis_DSM_23529_",4080,84840,999547
"2272","Leisingera_caerulea_DSM_24564_",3690,65079,999549
"2273","Pseudophaeobacter_arcticus_DSM_23566_",3818,71345,999550
"2274","Leisingera_aquimarina_DSM_24565_",4155,84672,999611
"2275","Methyloversatilis_universalis_FAM5_",3926,68499,1000565
"2276","Megasphaera_sp._UPII_135-E_",1513,24937,1000569
"2277","Streptococcus_anginosus_SK52_=_DSM_20563_",1911,24218,1000570
"2278","Streptococcus_mitis_bv._2_str._SK95_",2006,30546,1000588
"2279","Cryobacterium_roopkundense_",3249,41556,1001240
"2280","Photobacterium_leiognathi_subsp._mandapamensis_svers.1.1._",3978,77827,1001530
"2281","Pseudomonas_mendocina_NK-01_",4958,90667,1001585
"2282","Psychrobacter_sp._1501",2660,31823,1002339
"2283","Leisingera_sp._ANG1_",4213,87403,1002340
"2284","Prevotella_stercorea_DSM_18206_",3017,32024,1002367
"2285","Candidatus_Pelagibacter_sp._IMCC9063_",1447,17888,1002672
"2286","Helicobacter_bizzozeronii_CIII-1_",1971,25522,1002804
"2287","Solibacillus_silvestris_StLB046_",3810,49947,1002809
"2288","Streptomyces_cattleya_NRRL_8057_=_DSM_46488_",5765,64187,1003195
"2289","Achromobacter_insuavis_AXX-A_",6161,117599,1003200
"2290","Mesoflavibacter_zeaxanthinifaciens_S86_",3237,47004,1004149
"2291","Alteromonas_macleodii_str._'Black_Sea_11'_",3772,51354,1004785
"2292","Collimonas_fungivorans_Ter331_",4432,52509,1005048
"2293","Buchnera_aphidicola_str._Ua_",529,11489,1005057
"2294","Gallibacterium_anatis_UMN179_",2500,29563,1005058
"2295","Buchnera_aphidicola_str._Ak_",559,11754,1005090
"2296","Pseudomonas_putida_CSV86_",5836,65925,1005395
"2297","Streptococcus_oralis_SK255_",2004,33275,1005704
"2298","Streptococcus_infantis_SK1076_",1762,35301,1005705
"2299","Trabulsiella_guamensis_ATCC_49490_",4739,85435,1005994
"2300","Tatumella_ptyseos_ATCC_33301_",3340,50008,1005995
"2301","Leminorella_grimontii_ATCC_33999_=_DSM_5078_",3758,57758,1005999
"2302","Kluyvera_ascorbata_ATCC_33433_",4650,89872,1006000
"2303","Buttiauxella_agrestis_ATCC_33320_",4331,86662,1006004
"2304","Mycoplasma_gallisepticum_S6_",832,12215,1006581
"2305","Oscillibacter_ruminantium_GH1_",2682,43039,1007096
"2306","Paenibacillus_elgii_B69_",6577,134543,1007103
"2307","Sphingomonas_sp._S17_",4014,67263,1007104
"2308","Pusillimonas_sp._T7-7_",3773,52014,1007105
"2309","Streptococcus_mitis_SK1080_",1854,31526,1008453
"2310","Myroides_injenensis_M09-0166_",3082,40702,1008457
"2311","Taylorella_asinigenitalis_MCE3_",1524,18618,1008459
"2312","Acetonema_longum_DSM_6540_",4284,90322,1009370
"2313","Buchnera_aphidicola_str._G002_",572,11810,1009858
"2314","Methylophaga_aminisulfidivorans_MP_",3174,52903,1026882
"2315","Endozoicomonas_montiporae_",4155,49726,1027273
"2316","Sporosarcina_newyorkensis_2681_",3825,63364,1027292
"2317","Gordonia_alkanivorans_NBRC_16433_",4655,85993,1027371
"2318","Listeria_monocytogenes_str._Scott_A_",2953,58405,1027396
"2319","Enterobacter_aerogenes_KCTC_2190_",4912,69264,1028307
"2320","Neorhizobium_galegae_bv._orientalis_str._HAMBI_540_",6170,77068,1028800
"2321","Neorhizobium_galegae_bv._officinalis_bv._officinalis_str._HAMBI_1141_",5980,75876,1028801
"2322","Haemophilus_haemolyticus_M19501_",1747,29781,1028803
"2323","Haemophilus_haemolyticus_M21621_",1894,29156,1028805
"2324","Haemophilus_haemolyticus_M21639_",2224,31300,1028806
"2325","Candidatus_Arthromitus_sp._SFB-mouse-Japan_",1491,24395,1029718
"2326","Acinetobacter_sp._P8-3-8_",3670,43599,1029823
"2327","Kocuria_rhizophila_P7-4_",2371,38864,1029824
"2328","Sphingomonas_sp._KC8_",3838,54215,1030157
"2329","Caloramator_sp._ALD01_",2467,51788,1031288
"2330","Ralstonia_solanacearum_Po82_",3338,34934,1031711
"2331","Microlunatus_phosphovorus_NM-1_",5359,55436,1032480
"2332","Aeromicrobium_massiliense_JC14_",3250,49238,1033730
"2333","Alistipes_senegalensis_JC50_",2841,41122,1033732
"2334","Anaerococcus_senegalensis_JC48_",1761,30498,1033733
"2335","Bacillus_timonensis_",4604,70056,1033734
"2336","Brevibacterium_senegalense_",2948,43159,1033736
"2337","Clostridium_senegalense_JC122_",3817,51439,1033737
"2338","Kurthia_sp._Dielmo_",4259,68205,1033738
"2339","Kurthia_massiliensis_",3211,53565,1033739
"2340","Kurthia_sp._JC8E_",3022,49341,1033740
"2341","Paenibacillus_senegalensis_JC66_",4838,76425,1033743
"2342","Peptoniphilus_senegalensis_JC140_",1748,27907,1033744
"2343","Salinisphaera_shabanensis_E1L3A_",3524,57889,1033802
"2344","Haloplasma_contractile_SSD-17B_",3035,36450,1033810
"2345","Lactobacillus_kefiranofaciens_ZW3_",2107,22242,1033837
"2346","Rhizobium_leguminosarum_bv._trifolii_CB782_",4726,54647,1033991
"2347","Senegalimassilia_anaerobia_JC110_",1831,23477,1034345
"2348","Bacillus_massiliosenegalensis_JC6_",4900,87573,1034347
"2349","Paenibacillus_sp._HW567_",5517,105753,1034769
"2350","Flavobacterium_branchiophilum_FL-15_",2872,28953,1034807
"2351","Mycoplasma_anatis_1340_",803,12441,1034808
"2352","Staphylococcus_lugdunensis_N920143_",2425,30987,1034809
"2353","Legionella_massiliensis_",3767,49327,1034943
"2354","Streptococcus_constellatus_subsp._pharyngis_SK1060_=_CCUG_46377_",2449,46542,1035184
"2355","Streptococcus_mitis_SK569_",1850,30625,1035187
"2356","Streptococcus_infantis_SK970_",2144,37070,1035189
"2357","Brevundimonas_diminuta_470-4_",3506,47923,1035191
"2358","Capnocytophaga_sp._oral_taxon_326_str._F0382_",3232,43552,1035193
"2359","Corynebacterium_durum_F0235_",2823,36772,1035195
"2360","Peptostreptococcus_anaerobius_VPI_4330_=_DSM_2949_",1933,32395,1035196
"2361","Prevotella_sp._oral_taxon_473_str._F0040_",2317,26869,1035197
"2362","Dehalobacter_sp._FTH1_",3646,54561,1035308
"2363","Haemophilus_sputorum_CCUG_13788_",2034,28997,1035839
"2364","Idiomarina_sp._A28L_",2299,34503,1036674
"2365","Bradyrhizobium_japonicum_USDA_6_",8829,125228,1037409
"2366","Mycoplasma_columbinum_SF7_",614,8953,1037410
"2367","Azorhizobium_doebereinerae_UFLA1-100_",5130,91677,1038858
"2368","Bradyrhizobium_elkanii_WSM1741_",6946,139578,1038859
"2369","Bradyrhizobium_elkanii_WSM2783_",8693,197067,1038860
"2370","Bradyrhizobium_japonicum_USDA_124_",7689,108539,1038862
"2371","Bradyrhizobium_sp._WSM2793_",7490,170145,1038866
"2372","Bradyrhizobium_sp._WSM3983_",7644,188385,1038867
"2373","Burkholderia_mimosarum_LMG_23256_",6974,157842,1038869
"2374","Pseudomonas_fluorescens_Q2-87_",5596,62274,1038922
"2375","Mesorhizobium_loti_CJ3sym_",6880,123811,1040982
"2376","Mesorhizobium_loti_USDA_3471_",6345,122723,1040983
"2377","Mesorhizobium_sp._WSM3224_",6409,114659,1040986
"2378","Mesorhizobium_sp._WSM3626_",5786,103433,1040987
"2379","Bradyrhizobium_sp._ARR65_",7418,157357,1040989
"2380","Rhizobium_gallicum_bv._gallicum_R602sp_",6575,137230,1041138
"2381","Rhizobium_giardinii_bv._giardinii_H152_",6234,127550,1041139
"2382","Rhizobium_leguminosarum_bv._viciae_GB30_",6876,144953,1041142
"2383","Rhizobium_sullae_WSM1592_",7083,132420,1041146
"2384","Rhizobium_leucaenae_USDA_9039_",6114,117189,1041147
"2385","Ensifer_sp._WSM1721_",5613,105583,1041159
"2386","Candidatus_Arthromitus_sp._SFB-rat-Yit_",1346,21413,1041504
"2387","Mycobacterium_colombiense_CECT_3035_",5197,111087,1041522
"2388","Flavobacterium_columnare_ATCC_49512_",2642,28818,1041826
"2389","Clostridium_sp._SY8519_",2619,29852,1042156
"2390","Brevibacillus_laterosporus_LMG_15441_",4516,71497,1042163
"2391","Pseudomonas_fluorescens_HK44_",5634,107415,1042209
"2392","Rhizobium_sp._IBUN_",6020,108269,1042326
"2393","Marinobacterium_stanieri_S30_",3849,83044,1042375
"2394","Flavobacteriaceae_bacterium_S85_",2853,35161,1042376
"2395","Microbulbifer_agarilyticus_S89_",3028,32281,1042377
"2396","Pseudomonas_putida_S16_",5218,70203,1042876
"2397","Serinicoccus_profundi_MCCC_1A05965_",3125,55057,1043205
"2398","Lysinimicrobium_mangrovi_",2736,40400,1043493
"2399","Oenococcus_kitaharae_DSM_17330_",1825,28556,1045004
"2400","Citricoccus_sp._CH26A_",2983,43228,1045009
"2401","Weissella_koreensis_KACC_15510_",1357,17557,1045854
"2402","Pseudoxanthomonas_spadix_BD-a59_",3149,40505,1045855
"2403","Enterobacter_cloacae_EcWSU1_",4619,78396,1045856
"2404","Brachyspira_intermedia_PWS-A_",2869,37499,1045858
"2405","Acinetobacter_lwoffii_WJ10621_",2980,37765,1046625
"2406","Bizionia_argentinensis_JUB59_",3095,42588,1046627
"2407","Streptococcus_salivarius_57.I_",1941,23287,1046629
"2408","Gayadomonas_joobiniege_G7_",3382,55984,1046714
"2409","Marinobacter_lipolyticus_BF04_CF-4_",3437,47162,1046724
"2410","Aminicenantes_bacterium_SCGC_AAA252-A02_",2755,27888,1047013
"2411","Sporichthya_polymorpha_DSM_43042_",5108,90214,1048339
"2412","Mycoplasma_iowae_695_",981,13437,1048830
"2413","Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1_",3208,36631,1048834
"2414","Anditalea_andensis_",4341,59273,1048983
"2415","endosymbiont_of_Tevnia_jerichonana_",3230,58445,1049564
"2416","Allobaculum_stercoricanis_DSM_13633_",1731,31430,1050201
"2417","Actinopolyspora_mortivallis_DSM_44261_",3740,55476,1050202
"2418","Propionibacterium_acnes_SK182B-JCVI_",2282,34271,1051006
"2419","Bacillus_mojavensis_RO-H-1_=_KCTC_3706_",3873,64848,1051501
"2420","Sulfobacillus_acidophilus_TPY_",3754,39198,1051632
"2421","Vibrio_tubiashii_ATCC_19109_",5201,71917,1051646
"2422","Neisseria_weaveri_LMG_5135_",2233,21520,1051985
"2423","Paenibacillus_polymyxa_M1_",5069,63211,1052684
"2424","Acetobacteraceae_bacterium_AT-5844_",5289,79801,1054213
"2425","Streptococcus_pseudopneumoniae_IS7493_",2236,25409,1054460
"2426","Streptomyces_purpureus_KA281_",6685,108683,1054860
"2427","Psychrobacter_sp._TB67_",2968,36286,1055815
"2428","Grimontia_indica_",4956,90088,1056512
"2429","Nocardia_sp._BMG51109_",7398,136360,1056816
"2430","Teredinibacter_turnerae_T7902_",4174,91293,1056820
"2431","Ensifer_sp._BR816_",6114,128504,1057002
"2432","Megasphaera_elsdenii_DSM_20460_",2220,29489,1064535
"2433","Brachybacterium_paraconglomeratum_LC44_",3345,47883,1064537
"2434","Amycolatopsis_methanolica_239_",7074,92229,1068978
"2435","Amycolatopsis_nigrescens_CSC17Ta-90_",8398,136450,1068980
"2436","Succinispira_mobilis_DSM_6222_",1927,33513,1069080
"2437","Streptococcus_infantarius_subsp._infantarius_CJ18_",1902,21856,1069533
"2438","Lactobacillus_ruminis_ATCC_27782_",1862,22836,1069534
"2439","Candidatus_Glomeribacter_gigasporarum_BEG34_",1475,19518,1070319
"2440","Bacillus_sp._NSP22.2_",3831,58607,1071073
"2441","Lactobacillus_buchneri_CD034_",2317,27295,1071400
"2442","Burkholderia_grimmiae_",5938,118008,1071679
"2443","Basilea_psittacipulmonis_DSM_24701_",1454,16539,1072685
"2444","Cronobacter_condimenti_1330_",4272,56551,1073999
"2445","Lactobacillus_curvatus_CRL_705_",1862,20368,1074451
"2446","Brachybacterium_squillarum_M-6-3_",2778,37839,1074488
"2447","Blattabacterium_sp._",544,9883,1074889
"2448","Gordonia_amarae_NBRC_15530_",4691,89047,1075090
"2449","Blattabacterium_sp._",548,10389,1075399
"2450","Pantoea_rwandensis_",3795,51050,1076550
"2451","Dietzia_alimentaria_72_",3117,45184,1077144
"2452","Bacteroides_faecis_MAJ27_",4660,75488,1077285
"2453","Arthrobacter_globiformis_NBRC_12137_",4529,68160,1077972
"2454","Gordonia_effusa_NBRC_100432_",4420,70702,1077974
"2455","Mycobacterium_thermoresistibile_ATCC_19527_",4614,98838,1078020
"2456","Staphylococcus_sp._HGB0015_",2286,37383,1078083
"2457","Paenisporosarcina_sp._HGH0030_",3449,48095,1078085
"2458","Rhizobium_mongolense_USDA_1844_",6635,124395,1079460
"2459","Streptomyces_chartreusis_NRRL_12338_",7905,155382,1079986
"2460","Citrobacter_sp._S-77_",4598,95658,1080067
"2461","Sphingomonas_elodea_ATCC_31461_",3760,67242,1081640
"2462","Candidatus_Aquiluna_sp._IMCC13023_",1364,21708,1081644
"2463","Lonsdalea_quercina_subsp._quercina_",3145,58062,1082705
"2464","Pelagibacterium_halotolerans_B2_",3881,45848,1082931
"2465","Agrobacterium_tumefaciens_CCNWGS0286_",4982,59806,1082932
"2466","Mesorhizobium_amorphae_CCNWGS0123_",7084,81936,1082933
"2467","Glaciecola_nitratireducens_FR1064_",3654,46424,1085623
"2468","Flavobacterium_frigoris_PS1_",3590,44715,1086011
"2469","Exiguobacterium_antarcticum_B7_",2772,33854,1087448
"2470","Paenibacillus_peoriae_KCTC_3763_",4884,55523,1087481
"2471","Novosphingobium_pentaromativorans_US6-1_",5035,57034,1088721
"2472","Commensalibacter_intestini_A911_",2210,30223,1088868
"2473","Gluconobacter_morbifer_G707_",2849,36482,1088869
"2474","Fangia_hongkongensis_FSC776_=_DSM_21703_",2709,33537,1089439
"2475","Aggregatibacter_actinomycetemcomitans_RhAA1_",2148,26819,1089447
"2476","Gordonia_sputi_NBRC_100414_",4592,80071,1089453
"2477","Mobilicoccus_pelagius_NBRC_104925_",3112,50484,1089455
"2478","Amycolatopsis_benzoatilytica_AK_16-65_",7893,134631,1089544
"2479","Amycolatopsis_balhimycina_FH_1894_",9559,180928,1089545
"2480","Actinopolyspora_halophila_DSM_43834_",4734,65981,1089546
"2481","Rudanella_lutea_DSM_19387_",4948,85477,1089547
"2482","Thermicanus_aegyptius_DSM_12793_",3393,57018,1089548
"2483","Haloglycomyces_albus_DSM_45210_",3001,44057,1089549
"2484","Salisaeta_longa_DSM_21114_",2589,36580,1089550
"2485","Geminicoccus_roseus_DSM_18922_",4795,81055,1089551
"2486","Rhodovibrio_salinarum_DSM_9154_",3738,58265,1089552
"2487","Thermacetogenium_phaeum_DSM_12270_",2824,36804,1089553
"2488","Sphingomonas_phyllosphaerae_5.2_",3415,53667,1090318
"2489","Sphingomonas_phyllosphaerae_FA2_",3383,60777,1090319
"2490","Sphingomonas_melonis_DAPP-PG_224_",3743,58136,1090320
"2491","Xanthomonas_campestris_pv._musacearum_NCPPB_4379_",3861,68099,1094184
"2492","Flavobacterium_indicum_GPTSA100-9_=_DSM_17447_",2671,28587,1094466
"2493","Bartonella_australis_Aust-NH1_",1264,16458,1094489
"2494","Bartonella_bovis_91-4_",1297,23853,1094491
"2495","Bartonella_schoenbuchensis_m07a_",1418,23775,1094496
"2496","Bartonella_vinsonii_subsp._berkhoffii_str._Winnie_",1434,19479,1094497
"2497","Thermoanaerobacterium_saccharolyticum_JW-SL-YS485_",2643,40966,1094508
"2498","Bartonella_alsatica_IBS_382_",1370,23455,1094551
"2499","Bartonella_doshiae_NCTC_12862_",1571,25149,1094553
"2500","Bartonella_rattimassiliensis_15908_",1741,25362,1094556
"2501","Bartonella_melophagi_K-2C_",1338,21950,1094557
"2502","Bartonella_tamiae_Th239_",1983,30778,1094558
"2503","Bartonella_taylorii_8TBB_",1726,25602,1094560
"2504","Bartonella_vinsonii_subsp._arupensis_Pm136co_",1521,26793,1094561
"2505","Bartonella_washoensis_Sb944nv_",1689,25467,1094563
"2506","Fluoribacter_dumoffii_NY_23_",3386,49643,1094715
"2507","Bartonella_sp._DB5-6_",1943,29330,1094755
"2508","Streptococcus_sp._SK140_",1856,33656,1095726
"2509","Streptococcus_sp._SK643_",1788,30723,1095727
"2510","Streptococcus_mitis_SK579_",1908,30853,1095737
"2511","Streptococcus_oralis_SK1074_",1763,31575,1095738
"2512","Haemophilus_paraphrohaemolyticus_HK411_",2025,30257,1095743
"2513","Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357_",2060,31412,1095747
"2514","Pasteurella_bettyae_CCUG_2042_",2178,31488,1095749
"2515","Lachnoanaerobaculum_saburreum_F0468_",3017,44780,1095750
"2516","Prevotella_sp._oral_taxon_306_str._F0472_",2442,28694,1095752
"2517","Cellulomonas_massiliensis_JC225_",3163,44123,1095767
"2518","Herbaspirillum_massiliense_JC206_",3657,61593,1095769
"2519","Peptoniphilus_timonensis_JC401_",1950,27657,1095770
"2520","Timonella_senegalensis_JC301_",2627,41899,1095772
