Species,Proteins,ID
Pusillimonas_sp._T7-7_,3773,1007105
Streptococcus_mitis_SK1080_,1854,1008453
Myroides_injenensis_M09-0166_,3082,1008457
Taylorella_asinigenitalis_MCE3_,1524,1008459
Acetonema_longum_DSM_6540_,4284,1009370
Buchnera_aphidicola_str._G002_,572,1009858
Methylophaga_aminisulfidivorans_MP_,3174,1026882
Endozoicomonas_montiporae_,4155,1027273
Sporosarcina_newyorkensis_2681_,3825,1027292
Gordonia_alkanivorans_NBRC_16433_,4655,1027371
Listeria_monocytogenes_str._Scott_A_,2953,1027396
Enterobacter_aerogenes_KCTC_2190_,4912,1028307
Neorhizobium_galegae_bv._orientalis_str._HAMBI_540_,6170,1028800
Neorhizobium_galegae_bv._officinalis_bv._officinalis_str._HAMBI_1141_,5980,1028801
Haemophilus_haemolyticus_M19501_,1747,1028803
Haemophilus_haemolyticus_M21621_,1894,1028805
Haemophilus_haemolyticus_M21639_,2224,1028806
Candidatus_Arthromitus_sp._SFB-mouse-Japan_,1491,1029718
Acinetobacter_sp._P8-3-8_,3670,1029823
Kocuria_rhizophila_P7-4_,2371,1029824
Sphingomonas_sp._KC8_,3838,1030157
Caloramator_sp._ALD01_,2467,1031288
Ralstonia_solanacearum_Po82_,3338,1031711
Microlunatus_phosphovorus_NM-1_,5359,1032480
Aeromicrobium_massiliense_JC14_,3250,1033730
Alistipes_senegalensis_JC50_,2841,1033732
Anaerococcus_senegalensis_JC48_,1761,1033733
Bacillus_timonensis_,4604,1033734
Brevibacterium_senegalense_,2948,1033736
Clostridium_senegalense_JC122_,3817,1033737
Kurthia_sp._Dielmo_,4259,1033738
Kurthia_massiliensis_,3211,1033739
Kurthia_sp._JC8E_,3022,1033740
Paenibacillus_senegalensis_JC66_,4838,1033743
Peptoniphilus_senegalensis_JC140_,1748,1033744
Salinisphaera_shabanensis_E1L3A_,3524,1033802
Haloplasma_contractile_SSD-17B_,3035,1033810
Lactobacillus_kefiranofaciens_ZW3_,2107,1033837
Rhizobium_leguminosarum_bv._trifolii_CB782_,4726,1033991
Senegalimassilia_anaerobia_JC110_,1831,1034345
Bacillus_massiliosenegalensis_JC6_,4900,1034347
Paenibacillus_sp._HW567_,5517,1034769
Flavobacterium_branchiophilum_FL-15_,2872,1034807
Mycoplasma_anatis_1340_,803,1034808
Staphylococcus_lugdunensis_N920143_,2425,1034809
Legionella_massiliensis_,3767,1034943
Streptococcus_constellatus_subsp._pharyngis_SK1060_=_CCUG_46377_,2449,1035184
Streptococcus_mitis_SK569_,1850,1035187
Streptococcus_infantis_SK970_,2144,1035189
Brevundimonas_diminuta_470-4_,3506,1035191
Capnocytophaga_sp._oral_taxon_326_str._F0382_,3232,1035193
Corynebacterium_durum_F0235_,2823,1035195
Peptostreptococcus_anaerobius_VPI_4330_=_DSM_2949_,1933,1035196
Prevotella_sp._oral_taxon_473_str._F0040_,2317,1035197
Dehalobacter_sp._FTH1_,3646,1035308
Haemophilus_sputorum_CCUG_13788_,2034,1035839
Idiomarina_sp._A28L_,2299,1036674
Bradyrhizobium_japonicum_USDA_6_,8829,1037409
Mycoplasma_columbinum_SF7_,614,1037410
Azorhizobium_doebereinerae_UFLA1-100_,5130,1038858
Bradyrhizobium_elkanii_WSM1741_,6946,1038859
Bradyrhizobium_elkanii_WSM2783_,8693,1038860
Bradyrhizobium_japonicum_USDA_124_,7689,1038862
Bradyrhizobium_sp._WSM2793_,7490,1038866
Bradyrhizobium_sp._WSM3983_,7644,1038867
Burkholderia_mimosarum_LMG_23256_,6974,1038869
Pseudomonas_fluorescens_Q2-87_,5596,1038922
Mesorhizobium_loti_CJ3sym_,6880,1040982
Mesorhizobium_loti_USDA_3471_,6345,1040983
Mesorhizobium_sp._WSM3224_,6409,1040986
Mesorhizobium_sp._WSM3626_,5786,1040987
Bradyrhizobium_sp._ARR65_,7418,1040989
Rhizobium_gallicum_bv._gallicum_R602sp_,6575,1041138
Rhizobium_giardinii_bv._giardinii_H152_,6234,1041139
Rhizobium_leguminosarum_bv._viciae_GB30_,6876,1041142
Rhizobium_sullae_WSM1592_,7083,1041146
Rhizobium_leucaenae_USDA_9039_,6114,1041147
Ensifer_sp._WSM1721_,5613,1041159
Candidatus_Arthromitus_sp._SFB-rat-Yit_,1346,1041504
Mycobacterium_colombiense_CECT_3035_,5197,1041522
Flavobacterium_columnare_ATCC_49512_,2642,1041826
Clostridium_sp._SY8519_,2619,1042156
Brevibacillus_laterosporus_LMG_15441_,4516,1042163
Pseudomonas_fluorescens_HK44_,5634,1042209
Rhizobium_sp._IBUN_,6020,1042326
Marinobacterium_stanieri_S30_,3849,1042375
Flavobacteriaceae_bacterium_S85_,2853,1042376
Microbulbifer_agarilyticus_S89_,3028,1042377
Pseudomonas_putida_S16_,5218,1042876
Serinicoccus_profundi_MCCC_1A05965_,3125,1043205
Lysinimicrobium_mangrovi_,2736,1043493
Oenococcus_kitaharae_DSM_17330_,1825,1045004
Citricoccus_sp._CH26A_,2983,1045009
Weissella_koreensis_KACC_15510_,1357,1045854
Pseudoxanthomonas_spadix_BD-a59_,3149,1045855
Enterobacter_cloacae_EcWSU1_,4619,1045856
Brachyspira_intermedia_PWS/A_,2869,1045858
Acinetobacter_lwoffii_WJ10621_,2980,1046625
Bizionia_argentinensis_JUB59_,3095,1046627
Streptococcus_salivarius_57.I_,1941,1046629
Gayadomonas_joobiniege_G7_,3382,1046714
Marinobacter_lipolyticus_BF04_CF-4_,3437,1046724
Aminicenantes_bacterium_SCGC_AAA252-A02_,2755,1047013
Sporichthya_polymorpha_DSM_43042_,5108,1048339
Mycoplasma_iowae_695_,981,1048830
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1_,3208,1048834
Anditalea_andensis_,4341,1048983
endosymbiont_of_Tevnia_jerichonana_,3230,1049564
Allobaculum_stercoricanis_DSM_13633_,1731,1050201
Actinopolyspora_mortivallis_DSM_44261_,3740,1050202
Propionibacterium_acnes_SK182B-JCVI_,2282,1051006
Bacillus_mojavensis_RO-H-1_=_KCTC_3706_,3873,1051501
Sulfobacillus_acidophilus_TPY_,3754,1051632
Vibrio_tubiashii_ATCC_19109_,5201,1051646
Neisseria_weaveri_LMG_5135_,2233,1051985
Paenibacillus_polymyxa_M1_,5069,1052684
Acetobacteraceae_bacterium_AT-5844_,5289,1054213
Streptococcus_pseudopneumoniae_IS7493_,2236,1054460
Streptomyces_purpureus_KA281_,6685,1054860
Psychrobacter_sp._TB67_,2968,1055815
Grimontia_indica_,4956,1056512
Nocardia_sp._BMG51109_,7398,1056816
Teredinibacter_turnerae_T7902_,4174,1056820
Ensifer_sp._BR816_,6114,1057002
Megasphaera_elsdenii_DSM_20460_,2220,1064535
Brachybacterium_paraconglomeratum_LC44_,3345,1064537
Amycolatopsis_methanolica_239_,7074,1068978
Amycolatopsis_nigrescens_CSC17Ta-90_,8398,1068980
Succinispira_mobilis_DSM_6222_,1927,1069080
Streptococcus_infantarius_subsp._infantarius_CJ18_,1902,1069533
Lactobacillus_ruminis_ATCC_27782_,1862,1069534
Candidatus_Glomeribacter_gigasporarum_BEG34_,1475,1070319
Bacillus_sp._NSP22.2_,3831,1071073
Lactobacillus_buchneri_CD034_,2317,1071400
Burkholderia_grimmiae_,5938,1071679
Basilea_psittacipulmonis_DSM_24701_,1454,1072685
Cronobacter_condimenti_1330_,4272,1073999
Lactobacillus_curvatus_CRL_705_,1862,1074451
Brachybacterium_squillarum_M-6-3_,2778,1074488
Blattabacterium_sp._,544,1074889
Gordonia_amarae_NBRC_15530_,4691,1075090
Blattabacterium_sp._,548,1075399
Pantoea_rwandensis_,3795,1076550
Dietzia_alimentaria_72_,3117,1077144
Bacteroides_faecis_MAJ27_,4660,1077285
Arthrobacter_globiformis_NBRC_12137_,4529,1077972
Gordonia_effusa_NBRC_100432_,4420,1077974
Mycobacterium_thermoresistibile_ATCC_19527_,4614,1078020
Staphylococcus_sp._HGB0015_,2286,1078083
Paenisporosarcina_sp._HGH0030_,3449,1078085
Rhizobium_mongolense_USDA_1844_,6635,1079460
Streptomyces_chartreusis_NRRL_12338_,7905,1079986
Citrobacter_sp._S-77_,4598,1080067
Sphingomonas_elodea_ATCC_31461_,3760,1081640
Candidatus_Aquiluna_sp._IMCC13023_,1364,1081644
Lonsdalea_quercina_subsp._quercina_,3145,1082705
Pelagibacterium_halotolerans_B2_,3881,1082931
Agrobacterium_tumefaciens_CCNWGS0286_,4982,1082932
Mesorhizobium_amorphae_CCNWGS0123_,7084,1082933
Glaciecola_nitratireducens_FR1064_,3654,1085623
Flavobacterium_frigoris_PS1_,3590,1086011
Exiguobacterium_antarcticum_B7_,2772,1087448
Paenibacillus_peoriae_KCTC_3763_,4884,1087481
Novosphingobium_pentaromativorans_US6-1_,5035,1088721
Commensalibacter_intestini_A911_,2210,1088868
Gluconobacter_morbifer_G707_,2849,1088869
Fangia_hongkongensis_FSC776_=_DSM_21703_,2709,1089439
Aggregatibacter_actinomycetemcomitans_RhAA1_,2148,1089447
Gordonia_sputi_NBRC_100414_,4592,1089453
Mobilicoccus_pelagius_NBRC_104925_,3112,1089455
Amycolatopsis_benzoatilytica_AK_16/65_,7893,1089544
Amycolatopsis_balhimycina_FH_1894_,9559,1089545
Actinopolyspora_halophila_DSM_43834_,4734,1089546
Rudanella_lutea_DSM_19387_,4948,1089547
Thermicanus_aegyptius_DSM_12793_,3393,1089548
Haloglycomyces_albus_DSM_45210_,3001,1089549
Salisaeta_longa_DSM_21114_,2589,1089550
Geminicoccus_roseus_DSM_18922_,4795,1089551
Rhodovibrio_salinarum_DSM_9154_,3738,1089552
Thermacetogenium_phaeum_DSM_12270_,2824,1089553
Sphingomonas_phyllosphaerae_5.2_,3415,1090318
Sphingomonas_phyllosphaerae_FA2_,3383,1090319
Sphingomonas_melonis_DAPP-PG_224_,3743,1090320
Xanthomonas_campestris_pv._musacearum_NCPPB_4379_,3861,1094184
Flavobacterium_indicum_GPTSA100-9_=_DSM_17447_,2671,1094466
Bartonella_australis_Aust/NH1_,1264,1094489
Bartonella_bovis_91-4_,1297,1094491
Bartonella_schoenbuchensis_m07a_,1418,1094496
Bartonella_vinsonii_subsp._berkhoffii_str._Winnie_,1434,1094497
Thermoanaerobacterium_saccharolyticum_JW/SL-YS485_,2643,1094508
Bartonella_alsatica_IBS_382_,1370,1094551
Bartonella_doshiae_NCTC_12862_,1571,1094553
Bartonella_rattimassiliensis_15908_,1741,1094556
Bartonella_melophagi_K-2C_,1338,1094557
Bartonella_tamiae_Th239_,1983,1094558
Bartonella_taylorii_8TBB_,1726,1094560
Bartonella_vinsonii_subsp._arupensis_Pm136co_,1521,1094561
Bartonella_washoensis_Sb944nv_,1689,1094563
Fluoribacter_dumoffii_NY_23_,3386,1094715
Bartonella_sp._DB5-6_,1943,1094755
Streptococcus_sp._SK140_,1856,1095726
Streptococcus_sp._SK643_,1788,1095727
Streptococcus_mitis_SK579_,1908,1095737
Streptococcus_oralis_SK1074_,1763,1095738
Haemophilus_paraphrohaemolyticus_HK411_,2025,1095743
Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357_,2060,1095747
Pasteurella_bettyae_CCUG_2042_,2178,1095749
Lachnoanaerobaculum_saburreum_F0468_,3017,1095750
Prevotella_sp._oral_taxon_306_str._F0472_,2442,1095752
Cellulomonas_massiliensis_JC225_,3163,1095767
Herbaspirillum_massiliense_JC206_,3657,1095769
Peptoniphilus_timonensis_JC401_,1950,1095770
Timonella_senegalensis_JC301_,2627,1095772
Methylobacterium_sp._GXF4_,5923,1096546
Arthrobacter_sp._PAO19_,3164,1096756
Candidatus_Pelagibacter_ubique_HIMB083_,1464,1096769
Novosphingobium_lindaniclasticum_LE124_,4566,1096930
Burkholderia_sp._YI23_,6062,1097668
Limnohabitans_sp._Rim28_,3101,1100720
Limnohabitans_sp._Rim47_,2759,1100721
Arthrobacter_sp._MA-N2_,4440,1101188
Paracoccus_sp._N5_,3939,1101189
Methylopila_sp._M107_,3977,1101190
Methylobacterium_sp._10_,4390,1101191
Methylobacterium_sp._77_,4131,1101192
Methylophilaceae_bacterium_11_,2593,1101195
Enterococcus_faecium_NRRL_B-2354_,2435,1104325
Actinomyces_sp._ICM39_,1958,1105029
Clostridium_sp._MSTE9_,3491,1105031
Rickettsia_australis_str._Cutlack_,1239,1105110
Paenirhodobacter_enshiensis_,2781,1105367
Flavobacterium_enshiense_DK69_,2848,1107311
Gordonia_rhizosphera_NBRC_16068_,5930,1108045
Pseudomonas_stutzeri_SDM-LAC_,3808,1109445
Tistrella_mobilis_KA081020-065_,3564,1110502
Nocardia_asteroides_NBRC_15531_,6459,1110697
Thermus_sp._CCB_US3_UF1_,2279,1111069
Atopobium_sp._BV3Ac4_,1585,1111121
Propionimicrobium_sp._BV2F7_,1835,1111131
Peptoniphilus_sp._BV3C26_,1929,1111134
Coriobacteriaceae_bacterium_BV3Ac1_,1610,1111135
Megasphaera_sp._BV3C16-1_,2196,1111454
Alicyclobacillus_pomorum_DSM_14955_,3129,1111479
Budvicia_aquatica_DSM_5075_=_ATCC_35567_,4929,1111728
Corynebacterium_sputi_DSM_45148_,2740,1111729
Flavobacterium_antarcticum_DSM_19726_,2750,1111730
Ignatzschineria_larvae_DSM_13226_,2035,1111732
Gordonia_polyisoprenivorans_VH2_,5110,1112204
Psychrobacter_sp._PAMC_21119_,2791,1112209
Sphingomonas_echinoides_ATCC_14820_,3857,1112212
Sphingomonas_sp._PAMC_26605_,4076,1112214
Sphingomonas_sp._PAMC_26617_,3995,1112216
Pseudomonas_psychrotolerans_L19_,4759,1112217
Methylophilus_sp._5_,2659,1112274
Citrobacter_farmeri_GTC_1319_,4560,1114922
Saccharomonospora_azurea_SZMC_14600_,4554,1114959
Sphingobium_baderi_LL03_,4807,1114964
Streptococcus_parasanguinis_FW213_,2019,1114965
Pseudomonas_fluorescens_F113_,5862,1114970
Lactobacillus_rossiae_DSM_15814_,2677,1114972
Escherichia_hermannii_NBRC_105704_,4160,1115512
Escherichia_vulneris_NBRC_102420_,4196,1115515
Arthrobacter_sp._31Y_,4703,1115632
Actinomyces_naeslundii_str._Howell_279_,2930,1115803
Streptococcus_macedonicus_ACA-DC_198_,2017,1116231
Streptomyces_acidiscabies_84-104_,9618,1116232
Hoeflea_sp._108_,5604,1116369
Vibrio_sp._EJY3_,4786,1116375
Methyloglobulus_morosus_KoM1_,3737,1116472
Paenibacillus_alvei_TS-15_,5784,1117108
Pseudoalteromonas_citrea_NCIMB_1889_,4458,1117314
Pseudoalteromonas_haloplanktis_ATCC_14393_,4295,1117315
Pseudoalteromonas_rubra_ATCC_29570_,4971,1117318
Pseudoalteromonas_spongiae_UST010723-006_,4191,1117319
Bacillus_bataviensis_LMG_21833_,5207,1117379
Mycoplasma_canis_PG_14_,653,1117644
Simiduia_agarivorans_SA1_=_DSM_21679_,3820,1117647
Sinorhizobium_fredii_HH103_,4120,1117943
Pseudomonas_extremaustralis_14-3_substr._14-3b_,5870,1117958
Brevibacillus_massiliensis_,4782,1118054
Anaerococcus_sp._PH9_,2102,1118055
Peptoniphilus_grossensis_ph5_,1995,1118057
Actinomyces_sp._ph3_,1582,1118058
Kallipyga_massiliensis_ph2_,1308,1118059
Enorma_massiliensis_phI_,1820,1118060
Halomonas_sp._GFAJ-1_,3279,1118153
Stenotrophomonas_maltophilia_PML168_,3739,1118235
Mycoplasma_hyorhinis_SK76_,753,1118964
Sphingopyxis_sp._LC363_,3907,1120705
bacterium_MS4_,3299,1120746
Methylopila_sp._73B_,3948,1120792
Mycobacterium_sp._141_,4230,1120797
Acaricomes_phytoseiuli_DSM_14247_,2170,1120917
Acetobacter_nitrogenifigens_DSM_23921_=_LMG_23498_,3624,1120919
Acinetobacter_bouvetii_DSM_14964_=_CIP_107468_,3112,1120925
Actinobacillus_capsulatus_DSM_19761_,2494,1120931
Actinobaculum_urinale_DSM_15805_,1620,1120933
Actinokineospora_enzanensis_DSM_44649_,7063,1120934
Actinomadura_atramentaria_DSM_43919_,6011,1120936
Actinomyces_dentalis_DSM_19115_,2755,1120941
Actinomyces_georgiae_DSM_6843_,2045,1120942
Actinomyces_israelii_DSM_43320_,3130,1120944
Actinomyces_neuii_subsp._neuii_DSM_8576_,1978,1120945
Actinomyces_suimastitidis_DSM_15538_,1893,1120946
Actinomyces_vaccimaxillae_DSM_15804_,2007,1120947
Actinomycetospora_chiangmaiensis_DSM_45062_,5606,1120948
Actinoplanes_globisporus_DSM_43857_,9857,1120949
Actinopolymorpha_alba_DSM_45243_,7254,1120950
Aequorivita_capsosiphonis_DSM_23843_,3636,1120951
Aestuariibacter_salexigens_DSM_15300_,3347,1120953
Aestuariimicrobium_kwangyangense_DSM_21549_,2605,1120954
Afifella_pfennigii_DSM_17143_,3654,1120956
Agrococcus_lahaulensis_DSM_17612_,2541,1120958
Agromyces_italicus_DSM_16388_,3297,1120959
Agromyces_subbeticus_DSM_16689_,3867,1120960
Algicola_sagamiensis_DSM_14643_,3932,1120963
Algoriphagus_mannitolivorans_DSM_15301_,3575,1120965
Algoriphagus_marincola_DSM_16067_,3881,1120966
Algoriphagus_vanfongensis_DSM_17529_,3901,1120968
Aliagarivorans_taiwanensis_DSM_22990_,3882,1120970
Alicyclobacillus_contaminans_DSM_17975_,3131,1120971
Alicyclobacillus_herbarius_DSM_13609_,3093,1120972
Alicyclobacillus_pohliae_DSM_22757_,3278,1120973
Alkanindiges_illinoisensis_DSM_15370_,2895,1120977
Allofustis_seminis_DSM_15817_,1395,1120978
Alloscardovia_omnicolens_DSM_21503_,1510,1120979
Alysiella_crassa_DSM_2578_,2647,1120980
Amorphus_coralli_DSM_19760_,3844,1120983
Anaeroarcus_burkinensis_DSM_6283_,3027,1120985
Anaerobiospirillum_succiniciproducens_DSM_6400_,2184,1120988
Anaerovorax_odorimutans_DSM_5092_,3040,1120998
Andreprevotia_chitinilytica_DSM_18519_,4237,1120999
Aquaspirillum_serpens_DSM_68_,2401,1121004
Aquimarina_muelleri_DSM_19832_,4113,1121007
Arenibacter_certesii_DSM_19833_,4119,1121011
Arenibacter_latericius_DSM_15913_,3762,1121012
Arenimonas_composti_TR7-09_=_DSM_18010_,2849,1121013
Arenimonas_oryziterrae_DSM_21050_=_YC6267_,2897,1121015
Arsenicicoccus_bolidensis_DSM_15745_,3658,1121017
Arthrobacter_castelli_DSM_16402_,4273,1121019
Arthrobacter_sanguinis_DSM_21259_,2637,1121020
Asticcacaulis_benevestitus_DSM_16100_=_ATCC_BAA-896_,4619,1121022
Atopococcus_tabaci_DSM_17538_,2183,1121024
Aureimonas_ureilytica_DSM_18598_,4544,1121028
Azospirillum_halopraeferens_DSM_3675_,5897,1121033
Azovibrio_restrictus_DSM_23866_,3453,1121035
Bacillus_aidingensis_DSM_18341_,4391,1121085
Bacillus_chagannorensis_DSM_18086_,3155,1121087
Bacillus_fordii_DSM_16014_=_CIP_108821_,4336,1121090
Bacillus_gelatini_DSM_15865_,4258,1121091
Bacteroides_barnesiae_DSM_18169_=_JCM_13652_,2819,1121094
Bacteroides_graminisolvens_DSM_19988_=_JCM_15093_,3346,1121097
Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223_,3935,1121098
Bacteroides_pyogenes_DSM_20611_=_JCM_6294_,3379,1121100
Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988_,4152,1121101
Balneola_vulgaris_DSM_17893_,2449,1121104
Bavariicoccus_seileri_DSM_19936_,2150,1121105
Belnapia_moabensis_DSM_16746_,6165,1121106
Blautia_wexlerae_DSM_19850_,4071,1121115
Brachymonas_chironomi_DSM_19884_,2294,1121116
Brevibacillus_laterosporus_DSM_25_,4839,1121121
Brevundimonas_aveniformis_DSM_17977_,2541,1121123
Brevundimonas_bacteroides_DSM_4726_,3099,1121124
Burkholderia_nodosa_DSM_21604_,8074,1121127
Butyricimonas_synergistica_DSM_23225_,3676,1121129
Campylobacter_cuniculorum_DSM_23162_,1904,1121267
Gemmobacter_nectariphilus_DSM_15620_,4234,1121271
Catelliglobosispora_koreensis_DSM_44566_,7412,1121272
Chryseobacterium_caeni_DSM_17710_,3695,1121285
Chryseobacterium_daeguense_DSM_19388_,4050,1121286
Chryseobacterium_gregarium_DSM_19109_,3915,1121287
Chryseobacterium_palustre_DSM_21579_,2604,1121288
Clostridiisalibacter_paucivorans_DSM_22131_,3206,1121289
[Clostridium]_aminophilum_DSM_10710_,2350,1121296
[Clostridium]_litorale_DSM_5388_,3092,1121324
[Clostridium]_saccharogumia_DSM_17460_,2898,1121333
[Clostridium]_sporosphaeroides_DSM_1294_,2678,1121334
[Clostridium]_stercorarium_subsp._stercorarium_DSM_8532_,2551,1121335
Clostridium_tyrobutyricum_DSM_2637_=_ATCC_25755_=_JCM_11008_,3046,1121342
[Clostridium]_viride_DSM_6836_,2118,1121344
Cohnella_laeviribosi_DSM_21336_,3781,1121346
Conchiformibius_kuhniae_DSM_17694_,1859,1121351
Conchiformibius_steedae_DSM_2580_,1905,1121352
Corynebacterium_callunae_DSM_20147_,2642,1121353
Corynebacterium_capitovis_DSM_44611_,1853,1121354
Corynebacterium_caspium_DSM_44850_,1625,1121355
Corynebacterium_ciconiae_DSM_44920_,2182,1121356
Corynebacterium_freiburgense_DSM_45254_,2571,1121360
Corynebacterium_halotolerans_YIM_70093_=_DSM_44683_,2865,1121362
Corynebacterium_lubricantis_DSM_45231_,2756,1121363
Corynebacterium_massiliense_DSM_45435_,1921,1121364
Corynebacterium_mastitidis_DSM_44356_,2080,1121365
Corynebacterium_pilosum_DSM_20521_,2316,1121366
Corynebacterium_propinquum_DSM_44285_,2106,1121367
Corynebacterium_ulceribovis_DSM_45146_,2059,1121370
Gryllotalpicola_ginsengisoli_DSM_22003_,2698,1121372
Cytophaga_aurantiaca_DSM_3654_,3812,1121373
Dasania_marina_DSM_21967_,3533,1121374
Deinococcus_apachensis_DSM_19763_,4223,1121377
Deinococcus_aquatilis_DSM_23025_,4421,1121378
Deinococcus_frigens_DSM_12807_,3785,1121380
Deinococcus_marmoris_DSM_12784_,4378,1121381
Deinococcus_misasensis_DSM_22328_,4737,1121382
Demetria_terragena_DSM_11295_,3390,1121385
Desulfobacter_curvatus_DSM_3379_,4547,1121396
Desulfobulbus_japonicus_DSM_18378_,4730,1121403
Desulfococcus_multivorans_DSM_2059_,3848,1121405
Desulfocurvus_vexinensis_DSM_17965_,3158,1121406
Desulfonatronovibrio_hydrogenovorans_DSM_9292_,2665,1121413
Desulfotomaculum_alcoholivorax_DSM_16058_,3441,1121422
Desulfotomaculum_alkaliphilum_DSM_12257_,2663,1121423
Desulfotomaculum_hydrothermale_Lam5_=_DSM_18033_,2639,1121428
Desulfotomaculum_thermocisternum_DSM_10259_,2601,1121430
Desulfovibrio_acrylicus_DSM_10141_,2917,1121434
Desulfovibrio_alcoholivorans_DSM_5433_,4190,1121438
Desulfovibrio_alkalitolerans_DSM_16529_,2924,1121439
Desulfovibrio_aminophilus_DSM_12254_,3160,1121440
Desulfovibrio_bastinii_DSM_16055_,3479,1121441
Desulfovibrio_desulfuricans_subsp._desulfuricans_DSM_642_,2670,1121445
Desulfovibrio_frigidus_DSM_17176_,3731,1121447
Desulfovibrio_gigas_DSM_1382_=_ATCC_19364_,3343,1121448
Desulfovibrio_hydrothermalis_AM13_=_DSM_14728_,3548,1121451
Desulfovibrio_longus_DSM_6739_,3236,1121456
Desulfovibrio_oxyclinae_DSM_11498_,2992,1121459
Desulfovirgula_thermocuniculi_DSM_16036_,3125,1121468
Desulfurispora_thermophila_DSM_16022_,2585,1121472
Donghicola_xiamenensis_DSM_18339_,4363,1121479
Dyadobacter_alkalitolerans_DSM_23607_,5347,1121481
Echinicola_pacifica_DSM_19836_,3897,1121859
Elioraea_tepidiphila_DSM_17972_,4073,1121861
Enterococcus_cecorum_DSM_20682_=_ATCC_43198_,2385,1121864
Enterococcus_columbae_DSM_7374_=_ATCC_51263_,2340,1121865
Enterorhabdus_mucosicola_DSM_19490_,2252,1121866
Epilithonimonas_tenax_DSM_16811_,3334,1121870
Eremococcus_coleocola_DSM_15696_,1857,1121871
Erysipelothrix_tonsillarum_DSM_14972_,1787,1121874
Eudoraea_adriatica_DSM_19308_,3503,1121875
Ferrimicrobium_acidiphilum_DSM_19497_,2667,1121877
Ferrimonas_futtsuensis_DSM_18154_,3759,1121878
Flavobacterium_daejeonense_DSM_17708_,3584,1121887
Flavobacterium_filum_DSM_17961_,2839,1121889
Flavobacterium_frigidarium_DSM_17623_,3142,1121890
Flavobacterium_rivuli_WB_3.3-2_=_DSM_21788_,3691,1121895
Flavobacterium_sasangense_DSM_21067_,2957,1121896
Flavobacterium_soli_DSM_19725_,3501,1121897
Flavobacterium_subsaxonicum_WB_4.1-42_=_DSM_21790_,3785,1121898
Flavobacterium_suncheonense_GH29-5_=_DSM_17707_,2594,1121899
Flexithrix_dorotheae_DSM_6795_,7296,1121904
Gelidibacter_mesophilus_DSM_14095_,3846,1121912
Gemella_cuniculi_DSM_15828_,1725,1121914
Geopsychrobacter_electrodiphilus_DSM_16401_,3666,1121918
Geothrix_fermentans_DSM_14018_,2836,1121920
Gilvimarinus_chinensis_DSM_19667_,3468,1121921
Glaciecola_punicea_DSM_14233_=_ACAM_611_,2883,1121923
Glaciibacter_superstes_DSM_21135_,4495,1121924
Glycomyces_arizonensis_DSM_44726_,4438,1121926
Gordonia_hirsuta_DSM_44140_=_NBRC_16056_,3215,1121927
Gordonia_shandongensis_DSM_45094_,3052,1121928
Gracilibacillus_lacisalsi_DSM_19029_,4244,1121929
Gracilimonas_tropica_DSM_19535_,3304,1121930
Gramella_echinicola_DSM_19838_,3176,1121931
Granulicoccus_phenolivorans_DSM_17626_,3685,1121933
Gulosibacter_molinativorax_DSM_13485_,3027,1121934
Hahella_ganghwensis_DSM_17046_,5906,1121935
Halalkalibacillus_halophilus_DSM_18494_,2758,1121936
Haliea_salexigens_DSM_19537_,3642,1121937
Halobacillus_kuroshimensis_DSM_18393_,3815,1121938
Halomonas_anticariensis_FP35_=_DSM_16096_,4723,1121939
Halomonas_halocynthiae_DSM_14573_,2600,1121940
Halomonas_lutea_DSM_23508_,4064,1121943
Hamadaea_tsunoensis_DSM_44101_,8146,1121946
Helcococcus_sueciensis_DSM_17243_,1454,1121947
Hellea_balneolensis_DSM_19091_,2998,1121948
Henriciella_marina_DSM_19595_,3101,1121949
Humibacter_albus_DSM_18994_,3205,1121952
Hymenobacter_norwichensis_DSM_15439_,4706,1121957
Jeotgalicoccus_marinus_DSM_19772_,2215,1122128
Jeotgalicoccus_psychrophilus_DSM_19085_,2352,1122129
Jonesia_quinghaiensis_DSM_15701_,2661,1122130
Kaistia_granuli_DSM_23481_,4321,1122132
Kangiella_aquimarina_DSM_16071_,2431,1122134
Kiloniella_laminariae_DSM_19542_,3992,1122135
Kordiimonas_gwangyangensis_DSM_19435_,3627,1122137
Kribbella_catacumbae_DSM_19601_,8842,1122138
Kushneria_aurantia_DSM_21353_,3294,1122139
Lacticigenium_naphtae_DSM_19658_,1969,1122143
Lactobacillus_ceti_DSM_22408_,1244,1122146
Lactobacillus_harbinensis_DSM_16991_,2982,1122147
Lactobacillus_malefermentans_DSM_5705_=_KCTC_3548_,2026,1122149
Lactobacillus_psittaci_DSM_15354_,1347,1122152
Legionella_lansingensis_DSM_19556_=_ATCC_49751_,2672,1122164
Legionella_moravica_DSM_19234_,3185,1122165
Legionella_shakespearei_DSM_23087_,2931,1122169
Leptotrichia_shahii_DSM_19757_,2031,1122172
Leptotrichia_trevisanii_DSM_22070_,2764,1122173
Leucobacter_chironomi_DSM_19883_,2603,1122175
Lewinella_cohaerens_DSM_23179_,5473,1122176
Lewinella_persica_DSM_23188_,5056,1122179
