Species,Proteins,ID
Bartonella_quintana_str._Toulouse_,1142,283165
Bartonella_henselae_str._Houston-1_,1488,283166
Pseudoalteromonas_sp._Bsw20308_,4172,283699
Idiomarina_loihiensis_L2TR_,2628,283942
Streptomyces_flavovariabilis_,7823,284031
Streptomyces_xylophagus_,10137,285514
Streptomyces_fulvoviolaceus_,10506,285535
Amycolatopsis_rifamycinica_,8307,287986
Bradyrhizobium_sp._BTAi1_,7622,288000
Renibacterium_salmoninarum_ATCC_33209_,3507,288705
Thermodesulfovibrio_yellowstonii_DSM_11347_,2033,289376
Thermodesulfobacterium_commune_DSM_2178_,1453,289377
Mycoplasma_bovis_PG45_,765,289397
Chlorobium_limicola_DSM_245_,2434,290315
Chlorobium_phaeobacteroides_DSM_266_,2650,290317
Chlorobium_phaeovibrioides_DSM_265_,1753,290318
Arthrobacter_aurescens_TC1_,4295,290340
Anaeromyxobacter_dehalogenans_2CP-C_,4346,290397
Chromohalobacter_salexigens_DSM_3043_,3298,290398
Arthrobacter_sp._FB24_,4304,290399
Jannaschia_sp._CCS1_,4283,290400
Clostridium_beijerinckii_NCIMB_8052_,5020,290402
Borrelia_garinii_PBi_,902,290434
Prosthecochloris_aestuarii_DSM_271_,2327,290512
Gluconobacter_oxydans_621H_,2595,290633
Photorhabdus_asymbiotica_,4417,291112
Candidatus_Blochmannia_pennsylvanicus_str._BPEN_,610,291272
Erythrobacter_vulgaris_,2683,291985
Ruegeria_sp._TM1040_,3136,292414
Thiobacillus_denitrificans_ATCC_25259_,2827,292415
Symbiobacterium_thermophilum_IAM_14863_,3337,292459
Cyanobacterium_stanieri_PCC_7202_,2837,292563
Cyanobium_gracile_PCC_6307_,3280,292564
Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi_,805,292805
Rickettsia_canadensis_str._McKiel_,1093,293613
Rickettsia_akari_str._Hartford_,1259,293614
Alkaliphilus_metalliredigens_QYMF_,4625,293826
Mycoplasma_hyopneumoniae_232_,691,295358
Polaromonas_sp._JS666_,5127,296591
Legionella_pneumophila_str._Paris_,3166,297246
Photobacterium_profundum_SS9_,5489,298386
Frankia_sp._EAN1pec_,7191,298653
Frankia_sp._EuI1c_,7083,298654
Frankia_sp._CN3_,8014,298655
Thermus_thermophilus_HB8_,1986,300852
Thauera_sp._27_,4298,305700
Endozoicomonas_elysicola_,4149,305900
Campylobacter_lari_RM2100_,1545,306263
Campylobacter_upsaliensis_RM3195_,1808,306264
Fischerella_muscicola_PCC_7414_,6001,306281
Corynebacterium_jeikeium_K411_,2120,306537
Chryseobacterium_vrystaatense_,4745,307480
Coprothermobacter_proteolyticus_DSM_5265_,1405,309798
Dictyoglomus_thermophilum_H-6-12_,1912,309799
Thermomicrobium_roseum_DSM_5159_,2859,309801
Thermotoga_neapolitana_DSM_4359_,1937,309803
Salinibacter_ruber_DSM_13855_,2833,309807
Agrobacterium_vitis_S4_,4817,311402
Agrobacterium_radiobacter_K84_,6142,311403
Dehalococcoides_mccartyi_VS_,1438,311424
Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1_,2077,312153
marine_actinobacterium_PHSC20C1_,2668,312284
Vibrio_fischeri_ES114_,3817,312309
Janibacter_sp._HTCC2649_,4076,313589
Dokdonia_sp._MED134_,2886,313590
Polaribacter_irgensii_23-P_,2553,313594
Psychroflexus_torquis_ATCC_700755_,3526,313595
Robiginitalea_biformata_HTCC2501_,3211,313596
Polaribacter_sp._MED152_,2635,313598
Maribacter_sp._HTCC2170_,3411,313603
Microscilla_marina_ATCC_23134_,8319,313606
Lyngbya_sp._PCC_8106_,6142,313612
Nodularia_spumigena_CCY9414_,5294,313624
Synechococcus_sp._BL107_,2507,313625
Lentisphaera_araneosa_HTCC2155_,5104,313628
Erythrobacter_litoralis_HTCC2594_,3011,314225
Blastopirellula_marina_DSM_3645_,5686,314230
Fulvimarina_pelagi_HTCC2506_,3754,314231
Loktanella_vestfoldensis_SKA53_,3067,314232
Oceanicaulis_sp._HTCC2633_,3028,314254
Oceanicola_granulosus_HTCC2516_,3784,314256
Parvularcula_bermudensis_HTCC2503_,2686,314260
Roseobacter_sp._MED193_,3999,314262
Roseovarius_sp._217_,4769,314264
Pelagibaca_bermudensis_HTCC2601_,5449,314265
Sphingomonas_sp._SKA58_,3835,314266
Rhodobacteraceae_bacterium_HTCC2083_,4179,314270
Maritimibacter_alkaliphilus_HTCC2654_,4499,314271
Alteromonas_macleodii_str._'Deep_ecotype'_,3965,314275
Nitrococcus_mobilis_Nb-231_,3503,314278
Psychromonas_sp._CNPT3_,2580,314282
Congregibacter_litoralis_KT71_,3933,314285
gamma_proteobacterium_HTCC2207_,2388,314287
Photobacterium_angustum_S14_,4430,314292
Lactobacillus_sakei_subsp._sakei_23K_,1874,314315
Mariprofundus_ferrooxydans_PV-1_,2866,314345
beta_proteobacterium_KB13_,1318,314607
Borrelia_hermsii_HS1_,823,314723
Borrelia_turicatae_91E135_,818,314724
Rickettsia_felis_URRWXCal2_,1400,315456
Bacillus_weihenstephanensis_KBAB4_,5444,315730
Bacillus_cytotoxicus_NVH_391-98_,3844,315749
Bacillus_pumilus_SAFR-032_,3681,315750
Rhodopseudomonas_palustris_BisA53_,4878,316055
Rhodopseudomonas_palustris_BisB18_,4886,316056
Rhodopseudomonas_palustris_BisB5_,4397,316057
Rhodopseudomonas_palustris_HaA2_,4683,316058
Geobacter_daltonii_FRC-32_,3798,316067
Xanthomonas_campestris_pv._vesicatoria_str._85-10_,4509,316273
Herpetosiphon_aurantiacus_DSM_785_,5047,316274
Aliivibrio_salmonicida_LFI1238_,3811,316275
Synechococcus_sp._RCC307_,2535,316278
Synechococcus_sp._CC9902_,2304,316279
Escherichia_coli_str._K-12_substr._W3110_,4222,316407
Xanthomonas_axonopodis_pv._phaseoli_,4114,317013
Thiomicrospira_crunogena_XCL-2_,2196,317025
Prochlorothrix_hollandica_PCC_9006_,3957,317619
Sphingopyxis_alaskensis_RB2256_,3195,317655
Nostoc_sp._PCC_7107_,5237,317936
Shewanella_denitrificans_OS217_,3754,318161
Shewanella_frigidimarina_NCIMB_400_,4029,318167
Mycobacterium_rufum_,5443,318424
Clostridium_sulfidigenes_,3148,318464
Paracoccus_denitrificans_PD1222_,5077,318586
Bradyrhizobium_sp._WSM1743_,7006,318996
Bradyrhizobium_sp._WSM1253_,8047,319003
Shewanella_putrefaciens_CN-32_,3972,319224
Chlorobium_luteolum_DSM_273_,2083,319225
Nonlabens_sediminis_,2952,319236
Deinococcus_geothermalis_DSM_11300_,2849,319795
Anaplasma_marginale_str._Florida_,942,320483
Synechococcus_sp._JA-3-3Ab_,2760,321327
Synechococcus_sp._JA-2-3B'a,2862,321332
Pseudomonas_simiae_,5506,321846
Brevibacterium_linens_BL2_,3843,321955
Wheat_blue_dwarf_phytoplasma_,571,321961
Aster_yellows_witches'-broom_phytoplasma_AYWB_,677,322098
Streptococcus_thermophilus_LMD-9_,1709,322159
Azotobacter_vinelandii_DJ_,5051,322710
Nitrobacter_hamburgensis_X14_,3976,323097
Nitrobacter_winogradskyi_Nb-255_,3122,323098
Nitrosococcus_oceani_ATCC_19707_,3017,323261
Nitrosospira_multiformis_ATCC_25196_,2772,323848
Shewanella_loihica_PV-4_,3859,323850
Paenibacillus_sp._JDR-2_,6213,324057
Chloroflexus_aurantiacus_J-10-fl_,3853,324602
Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_,1755,324831
Pelodictyon_phaeoclathratiforme_BU-1_,2707,324925
Xanthomonas_axonopodis_pv._vasculorum_,3545,325777
Shewanella_amazonensis_SB2B_,3645,326297
Sulfurimonas_denitrificans_DSM_1251_,2096,326298
Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_,3693,326423
Frankia_alni_ACN14a_,6711,326424
Lactobacillus_helveticus_CNRZ32_,1685,326425
Bifidobacterium_breve_UCC2003_,1854,326426
Chloroflexus_aggregans_DSM_9485_,3730,326427
Pseudoalteromonas_haloplanktis_TAC125_,3486,326442
Bifidobacterium_crudilactis_,1843,327277
Acaryochloris_marina_MBIC11017_,6427,329726
Amycolatopsis_jejuensis_,9150,330084
Candidatus_Nitrospira_defluvii_,4267,330214
Blattabacterium_sp._,590,331104
Simkania_negevensis_Z_,2514,331113
Chlamydophila_pecorum_E58_,988,331635
Chlamydia_psittaci_6BC_,1002,331636
Chlorobium_phaeobacteroides_BS1_,2469,331678
alpha_proteobacterium_BAL199_,6124,331869
Clostridium_drakei_,5152,332101
Bacillus_okhensis_,4333,333138
Lactobacillus_fermentum_IFO_3956_,1843,334390
Finegoldia_magna_ATCC_29328_,1812,334413
Rickettsia_tamurae_,1629,334545
Nitrosomonas_eutropha_C91_,2499,335283
Psychrobacter_cryohalolentis_K5_,2511,335284
Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_,2504,335541
Syntrophobacter_fumaroxidans_MPOB_,4064,335543
Bradyrhizobium_sp._S23321_,6898,335659
Candidatus_Pelagibacter_ubique_HTCC1062_,1354,335992
Rickettsia_bellii_RML369-C_,1429,336407
Gordonia_sp._KTR9_,4917,337191
Pelobacter_carbinolicus_DSM_2380_,3304,338963
Pelobacter_propionicus_DSM_2379_,3771,338966
Rhodoferax_ferrireducens_T118_,4418,338969
Burkholderia_ambifaria_AMMD_,6610,339670
Actinobacillus_succinogenes_130Z_,2079,339671
Thermoanaerobacter_pseudethanolicus_ATCC_33223_,2243,340099
Chlorobium_chlorochromatii_CaD3_,2002,340177
Burkholderia_oklahomensis_,6264,342113
Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_,2490,342451
Pseudoalteromonas_atlantica_T6c_,4281,342610
Sodalis_glossinidius_str._'morsitans'_,2455,343509
Planctomyces_maris_DSM_8797_,6480,344747
Vibrio_cholerae_O395_,3934,345073
Bacillus_coagulans_36D1_,3290,345219
Kutzneria_sp._744_,10200,345341
Mycoplasma_hominis_ATCC_23114_,536,347256
Rhizobium_etli_CFN_42_,4267,347834
Rhizobium_sp._LPU83_,4310,348824
Rhodobacter_sphaeroides_ATCC_17025_,3220,349102
Psychrobacter_sp._PRwf-1_,2384,349106
Lactobacillus_reuteri_100-23_,2181,349123
Halorhodospira_halophila_SL1_,2407,349124
Desulfotomaculum_reducens_MI-1_,3276,349161
Acidiphilium_cryptum_JF-5_,3095,349163
Leuconostoc_citreum_KM20_,1715,349519
Paenibacillus_polymyxa_E681_,4805,349520
Hahella_chejuensis_KCTC_2396_,6778,349521
Akkermansia_muciniphila_ATCC_BAA-835_,2138,349741
Yersinia_intermedia_ATCC_29909_,4122,349965
Yersinia_frederiksenii_ATCC_33641_,4363,349966
Mycobacterium_gilvum_PYR-GCK_,5265,350054
Mycobacterium_vanbaalenii_PYR-1_,5979,350058
Alkaliphilus_oremlandii_OhILAs_,2836,350688
Roseobacter_sp._AzwK-3b_,4142,351016
Marinobacter_hydrocarbonoclasticus_VT8_,4071,351348
Acidothermus_cellulolyticus_11B_,2157,351607
Caldicellulosiruptor_saccharolyticus_DSM_8903_,2682,351627
Pseudomonas_putida_F1_,5250,351746
Pyramidobacter_piscolens_W5455_,2756,352165
Lactobacillus_delbrueckii_subsp._bulgaricus_2038_,1792,353496
Campylobacter_jejuni_subsp._jejuni_81-176_,1706,354242
Bifidobacterium_tsurumiense_,1629,356829
Micromonospora_chokoriensis_,6191,356851
Orientia_tsutsugamushi_str._Boryong_,1182,357244
Bacteroides_dorei_,4519,357276
Psychromonas_ingrahamii_37_,3545,357804
Roseiflexus_sp._RS-1_,4517,357808
Lachnoclostridium_phytofermentans_ISDg_,3902,357809
Acidovorax_sp._KKS102_,4742,358220
Brevibacillus_brevis_NBRC_100599_,5949,358681
Streptomyces_olindensis_,8013,358823
Xanthomonas_oryzae_pv._oryzae_PXO99A_,4951,360094
Bartonella_bacilliformis_KC583_,1283,360095
Campylobacter_concisus_13826_,2047,360104
Campylobacter_fetus_subsp._fetus_82-40_,1719,360106
Campylobacter_hominis_ATCC_BAA-381_,1687,360107
Bordetella_avium_197N_,3381,360910
Exiguobacterium_sp._AT1b_,3020,360911
Mycobacterium_ulcerans_Agy99_,4160,362242
Flavobacterium_reichenbachii_,4494,362418
Escherichia_coli_536_,4629,362663
Lawsonia_intracellularis_PHE/MN1-00_,1209,363253
Polaromonas_naphthalenivorans_CJ2_,4245,365044
Ramlibacter_tataouinensis_TTB310_,3880,365046
Frankia_sp._BCU110501_,6537,365528
Streptococcus_mitis_B6_,2006,365659
Sinorhizobium_medicae_WSM419_,4623,366394
Caulobacter_sp._K31_,5226,366602
Xanthomonas_fuscans_subsp._fuscans_,3981,366649
Phycicoccus_jejuensis_,3651,367299
Rhodobacterales_bacterium_HTCC2255_,2240,367336
Arcobacter_butzleri_RM4018_,2259,367737
Salinispora_tropica_CNB-440_,4536,369723
Pelotomaculum_thermopropionicum_SI_,2920,370438
Erwinia_typographi_,5085,371042
Rhodobacter_sp._SW2_,3408,371731
Buchnera_aphidicola_BCc_,362,372461
Streptococcus_pneumoniae_D39_,1914,373153
Halothermothrix_orenii_H_168_,2342,373903
Rivularia_sp._PCC_7116_,6609,373994
Janthinobacterium_sp._Marseille_,3697,375286
Roseobacter_denitrificans_OCh_114_,4002,375451
Francisella_tularensis_subsp._holarctica_LVS_,1754,376619
Flavobacterium_johnsoniae_UW101_,5017,376686
Paracoccus_halophilus_,3471,376733
Teredinibacter_turnerae_T7901_,4255,377629
Kocuria_rhizophila_DC2201_,2356,378753
Stigmatella_aurantiaca_DW4/3-1_,8352,378806
Gemmatimonas_aurantiaca_T-27_,3935,379066
Pseudomonas_stutzeri_A1501_,4128,379731
Xanthomonas_albilineans_GPE_PC73_,3114,380358
Acidithiobacillus_ferrooxidans_ATCC_53993_,2826,380394
Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966_,4119,380703
Hydrogenobaculum_sp._Y04AAS1_,1629,380749
Ralstonia_eutropha_H16_,6626,381666
Fervidobacterium_nodosum_Rt17-B1_,1750,381764
Aeromonas_salmonicida_subsp._salmonicida_A449_,4093,382245
Verrucomicrobiae_bacterium_DG1235_,4401,382464
Helicobacter_acinonychis_str._Sheeba_,1618,382638
Bartonella_tribocorum_CIP_105476_,2152,382640
Roseiflexus_castenholzii_DSM_13941_,4330,383372
Erythrobacter_sp._JL475_,3041,383381
Xanthomonas_oryzae_pv._oryzicola_BLS256_,4474,383407
Pseudomonas_entomophila_L48_,5134,384676
Labrenzia_aggregata_IAM_12614_,6312,384765
Thermophagus_xiamenensis_,3008,385682
Listeria_welshimeri_serovar_6b_str._SLCC5334_,2774,386043
Clostridium_novyi_NT_,2325,386415
Nitratiruptor_sp._SB155-2_,1843,387092
Sulfurovum_sp._NBC37-1_,2438,387093
Lactobacillus_brevis_ATCC_367_,2196,387344
Cupriavidus_sp._amp6_,6182,388051
Sagittula_stellata_E-37_,5066,388399
Rhodobacteraceae_bacterium_HTCC2150_,3667,388401
Algoriphagus_machipongonensis_,3936,388413
Planktothrix_agardhii_NIVA-CYA_126/8_,4006,388467
Roseobacter_sp._SK209-2-6_,4537,388739
Streptococcus_sanguinis_SK36_,2270,388919
Pseudomonas_putida_W619_,5182,390235
Borrelia_afzelii_PKo_,825,390236
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_=_JCM_1002_,1559,390333
Thermotoga_petrophila_RKU-1_,1785,390874
Actinocatenispora_sera_,6268,390989
Stenotrophomonas_maltophilia_R551-3_,4039,391008
Thermosipho_melanesiensis_BI429_,1879,391009
Ehrlichia_sp._HF_,946,391036
Salinispora_arenicola_CNS-205_,4917,391037
Burkholderia_phymatum_STM815_,5870,391038
Granulibacter_bethesdensis_CGDNIH1_,2437,391165
Streptococcus_suis_05ZYH33_,2186,391295
Kordia_algicida_OT-1_,4513,391587
Roseobacter_sp._GAI101_,4203,391589
Roseobacter_sp._CCS2_,3660,391593
Roseobacter_litoralis_Och_149_,4358,391595
Pedobacter_sp._BAL39_,5101,391596
Flavobacteria_bacterium_BAL38_,2612,391598
Brevundimonas_sp._BAL3_,3436,391600
Flavobacteriales_bacterium_ALC-1_,3444,391603
Cyanothece_sp._CCY0110_,6467,391612
Roseovarius_sp._TM1035_,4102,391613
gamma_proteobacterium_HTCC5015_,2328,391615
Octadecabacter_arcticus_238_,4561,391616
Phaeobacter_inhibens_DSM_17395_,3767,391619
Oceanibulbus_indolifex_HEL-45_,4153,391624
Plesiocystis_pacifica_SIR-1_,8449,391625
Octadecabacter_antarcticus_307_,4492,391626
Verminephrobacter_eiseniae_EF01-2_,4947,391735
Rickettsia_bellii_OSU_85-389_,1476,391896
Nitratireductor_pacificus_pht-3B_,4197,391937
Sphingomonas_wittichii_RW1_,5135,392499
Shewanella_woodyi_ATCC_51908_,4880,392500
Yersinia_enterocolitica_subsp._enterocolitica_8081_,4055,393305
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953_,2357,393480
Alcanivorax_borkumensis_SK2_,2755,393595
Porphyromonas_crevioricanis_,1583,393921
Maricaulis_maris_MCS10_,3063,394221
Clostridium_cellulolyticum_H10_,3390,394503
Burkholderia_multivorans_ATCC_17616_,6259,395019
Rhizobium_leguminosarum_bv._trifolii_WSM2304_,5486,395492
Beggiatoa_alba_B18LD_,3450,395493
Gallionella_capsiferriformans_ES-2_,2894,395494
Leptothrix_cholodnii_SP-6_,4363,395495
Cyanothece_sp._PCC_7425_,5138,395961
Beijerinckia_indica_subsp._indica_ATCC_9039_,3608,395963
Methylocapsa_acidiphila_B2_,3309,395964
Methylocella_silvestris_BL2_,3818,395965
Brachybacterium_phenoliresistens_,3605,396014
Staphylococcus_carnosus_subsp._carnosus_TM300_,2462,396513
Thioalkalivibrio_sulfidiphilus_HL-EbGr7_,3283,396588
Thioalkalivibrio_sp._K90mix_,2855,396595
Marmoricola_aequoreus_,3786,397278
Lachnospiraceae_bacterium_28-4_,4025,397287
Lachnospiraceae_bacterium_3-1_,5078,397288
Lachnospiraceae_bacterium_A2_,5215,397290
Lachnospiraceae_bacterium_A4_,6549,397291
Acidovorax_citrulli_AAC00-1_,4709,397945
Bacillus_pseudofirmus_OF4_,4213,398511
Pseudobacteroides_cellulosolvens_ATCC_35603_=_DSM_2933_,5681,398512
Bifidobacterium_bifidum_NCIMB_41171_,1852,398513
Bradyrhizobium_elkanii_USDA_76_,7845,398525
Burkholderia_phytofirmans_PsJN_,7241,398527
Delftia_acidovorans_SPH-1_,6040,398578
Shewanella_pealeana_ATCC_700345_,4241,398579
Dinoroseobacter_shibae_DFL_12_=_DSM_16493_,3657,398580
Leeuwenhoekiella_blandensis_MED217_,3735,398720
Geobacter_lovleyi_SZ_,3685,398767
Pseudomonas_mendocina_ymp_,4594,399739
Serratia_proteamaculans_568_,4942,399741
Enterobacter_sp._638_,4240,399742
Comamonas_testosteroni_KF-1_,5492,399795
Marinomonas_sp._MWYL1_,4439,400668
Terriglobus_saanensis_SP1PR4_,4180,401053
Bifidobacterium_dentium_Bd1_,2128,401473
Thermosinus_carboxydivorans_Nor1_,2750,401526
Flavobacterium_psychrophilum_JIP02/86_,2446,402612
Ralstonia_pickettii_12J_,4952,402626
Kamptonema_formosum_PCC_6407_,5792,402777
Parvibaculum_lavamentivorans_DS-1_,3636,402881
Petrotoga_mobilis_SJ95_,1898,403833
Geobacter_bemidjiensis_Bem_,4051,404380
Anaeromyxobacter_sp._Fw109-5_,4466,404589
Lactobacillus_helveticus_DPC_4571_,1610,405566
Saccharopolyspora_erythraea_NRRL_2338_,7197,405948
Bacillus_sp._m3-13_,4298,406124
Xenorhabdus_nematophila_ATCC_19061_,4549,406817
Xenorhabdus_bovienii_SS-2004_,4320,406818
Nocardioidaceae_bacterium_Broad-1_,5631,408672
Gramella_forsetii_KT0803_,3584,411154
Ruminococcus_obeum_ATCC_29174_,4175,411459
Ruminococcus_torques_ATCC_27756_,2875,411460
Dorea_formicigenerans_ATCC_27755_,3277,411461
Dorea_longicatena_DSM_13814_,2970,411462
Eubacterium_ventriosum_ATCC_27560_,2802,411463
Desulfovibrio_piger_ATCC_29098_,3114,411464
Parvimonas_micra_ATCC_33270_,1678,411465
Actinomyces_odontolyticus_ATCC_17982_,2159,411466
Pseudoflavonifractor_capillosus_ATCC_29799_,4828,411467
[Clostridium]_scindens_ATCC_35704_,3995,411468
[Eubacterium]_hallii_DSM_3353_,3233,411469
Ruminococcus_gnavus_ATCC_29149_,3913,411470
Subdoligranulum_variabile_DSM_15176_,3381,411471
Ruminococcus_callidus_ATCC_27760_,3475,411473
Coprococcus_eutactus_ATCC_27759_,2982,411474
Bacteroides_ovatus_ATCC_8483_,5536,411476
Parabacteroides_merdae_ATCC_43184_,4384,411477
Bacteroides_uniformis_ATCC_8492_,4663,411479
Faecalibacterium_prausnitzii_A2-165_,3475,411483
Clostridium_sp._L2-50_,2949,411489
Anaerostipes_caccae_DSM_14662_,3748,411490
Hoeflea_phototrophica_DFL-43_,4220,411684
Bacteroides_caccae_ATCC_43185_,3855,411901
[Clostridium]_bolteae_ATCC_BAA-613_,7284,411902
Borrelia_duttonii_Ly_,841,412419
Paracoccus_sp._TRP_,3793,412597
Candidatus_Vesicomyosocius_okutanii_HA_,937,412965
Candidatus_Ruthia_magnifica_str._Cm_,976,413404
Rhodospirillum_centenum_SW_,4003,414684
Actinopolyspora_erythraea_,3972,414996
Actinobacillus_pleuropneumoniae_serovar_5b_str._L20_,2012,416269
Thermotoga_lettingae_TMO_,2040,416591
Lactococcus_lactis_subsp._cremoris_MG1363_,2434,416870
Methylobacterium_extorquens_PA1_,4829,419610
Mycobacterium_tuberculosis_H37Ra_,4034,419947
Geobacillus_thermodenitrificans_NG80-2_,3445,420246
Microvirga_lupini_,9466,420324
Methylibium_petroleiphilum_PM1_,4449,420662
Lactococcus_garvieae_Lg2_,1968,420890
Acinetobacter_rudis_CIP_110305_,3621,421052
Epilithonimonas_lactis_,3617,421072
Chryseobacterium_luteum_,4032,421531
Shewanella_sediminis_HAW-EB3_,4497,425104
Helicobacter_sp._MIT_01-6451_,1802,425400
Thiomonas_arsenitoxydans_,3528,426114
Methylobacterium_sp._4-46_,6671,426117
Methylobacterium_radiotolerans_JCM_2831_,6193,426355
Nocardia_rhamnosiphila_,6823,426716
[Clostridium]_leptum_DSM_753_,3923,428125
[Clostridium]_spiroforme_DSM_1552_,2465,428126
[Eubacterium]_dolichum_DSM_3991_,2350,428127
Ammonifex_degensii_KC4_,2080,429009
Clostridium_kluyveri_DSM_555_,3913,431943
Porphyromonas_gingivalis_ATCC_33277_,2090,431947
Neorickettsia_risticii_str._Illinois_,898,434131
Bacteroides_vulgatus_ATCC_8482_,4065,435590
Parabacteroides_distasonis_ATCC_8503_,3850,435591
Actinomyces_graevenitzii_C83_,1853,435830
Neisseria_mucosa_C102_,2026,435832
Staphylococcus_hominis_subsp._hominis_C80_,2181,435837
Staphylococcus_capitis_C87_,2402,435838
Streptococcus_sp._C150_,1976,435842
Idiomarina_salinarum_,2100,435908
Sulfurihydrogenibium_sp._YO3AOP1_,1721,436114
Streptacidiphilus_jeojiense_,7917,436229
Acinetobacter_oleivorans_DR1_,3874,436717
Azorhizobium_caulinodans_ORS_571_,4717,438753
Desulfatibacillum_alkenivorans_AK-01_,5255,439235
[Bacillus]_selenitireducens_MLS10_,3255,439292
Ochrobactrum_anthropi_ATCC_49188_,4461,439375
Candidatus_Pelagibacter_sp._HTCC7211_,1447,439493
Rhodobacterales_bacterium_Y4I_,4133,439496
Ruegeria_sp._R11_,3656,439497
Pseudomonas_sp._Chol1_,4508,440512
Methylobacterium_populi_BJ001_,5340,441620
Acholeplasma_laidlawii_PG-8A_,1380,441768
Bacillus_coahuilensis_m4-4_,4174,441769
Geobacter_sp._M18_,4434,443143
Geobacter_sp._M21_,4080,443144
Marinobacter_algicola_DG893_,4126,443152
Amycolicicoccus_subflavus_DQS3-9A1_,4584,443218
Marinitoga_piezophila_KA3_,2046,443254
Streptomyces_clavuligerus_ATCC_27064_,7291,443255
Bradyrhizobium_sp._Cp5.3_,7632,443598
Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382_,3012,443906
Clostridium_botulinum_NCTC_2916_,3668,445335
Chryseobacterium_soli_,4064,445961
Alistipes_putredinis_DSM_17216_,2742,445970
Anaerofustis_stercorihominis_DSM_17244_,2331,445971
Anaerotruncus_colihominis_DSM_17241_,4427,445972
Intestinibacter_bartlettii_DSM_16795_,2787,445973
Erysipelatoclostridium_ramosum_DSM_1402_,3169,445974
Collinsella_stercoris_DSM_13279_,2529,445975
Borrelia_valaisiana_VS116_,860,445987
Actinosynnema_mirum_DSM_43827_,6916,446462
Brachybacterium_faecium_DSM_4810_,3068,446465
Cellulomonas_flavigena_DSM_20109_,3678,446466
Nocardiopsis_dassonvillei_subsp._dassonvillei_DSM_43111_,5497,446468
Sanguibacter_keddieii_DSM_10542_,3710,446469
Stackebrandtia_nassauensis_DSM_44728_,6379,446470
